Konteks;Pertanyaan;Level Kognitif
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Evaluasilah pentingnya sistem Klan (Marga) di masyarakat modern. Apakah masih relevan?;C5-Mengevaluasi
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Evaluasilah, apakah penggolongan berdasarkan ""Ras"" (ciri fisik) masih relevan digunakan dalam ilmu sosial, mengingat potensi diskriminasinya?";C5-Mengevaluasi
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Menurut Anda, apakah lima kriteria diferensiasi ini sudah cukup untuk memetakan keberagaman masyarakat Indonesia, atau adakah kriteria lain yang terlewat?;C5-Mengevaluasi
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Rancanglah sebuah skenario di mana diferensiasi berdasarkan ""Profesi"" berubah menjadi stratifikasi (bertingkat)!";C6-Mencipta
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Prediksikan apa yang akan terjadi pada sistem ""Klan"" (patrilineal/matrilineal) di masa depan seiring dengan meningkatnya urbanisasi dan globalisasi!";C6-Mencipta
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Buatlah hipotesis, mengapa Indonesia (yang didominasi Malayan-Mongoloid) juga memiliki ras Melanesoid dan Kaukasoid!;C6-Mencipta
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;"Prediksikan dampak sosial jika pemerintah memutuskan untuk hanya mengakui satu ""Suku Bangsa"" resmi di Indonesia!";C6-Mencipta
Diferensiasi sosial merujuk pada penggolongan masyarakat secara horizontal atau setara, yang didasarkan pada perbedaan-perbedaan yang tidak menunjukkan tingkatan lebih tinggi atau lebih rendah. Diferensiasi sosial budaya secara spesifik mengkaji keberagaman yang setara ini berdasarkan lima kriteria utama. Pertama, Suku Bangsa (Etnis), yaitu kelompok sosial yang terbentuk karena kesamaan sejarah, identitas, budaya, bahasa, dan agama. Kedua, Ras, yaitu penggolongan berdasarkan ciri-ciri fisik biologis yang tampak (fenotipe), seperti warna kulit, rambut, dan mata. Di Indonesia, terdapat keragaman ras seperti Malayan-Mongoloid, Melanesoid, dan Kaukasoid. Ketiga, Klan (Marga), yaitu kesatuan genealogis atau kelompok kekerabatan yang didasarkan pada garis keturunan (leluhur) yang sama. Terdapat klan patrilineal (garis ayah, misal Batak) dan matrilineal (garis ibu, misal Minangkabau). Keempat, Agama, yaitu sistem kepercayaan dan praktik ibadah kepada Tuhan YME yang diakui di Indonesia (Islam, Kristen, Katolik, Hindu, Buddha, Konghucu). Kelima, Profesi (Pekerjaan), yang merupakan penggolongan berdasarkan jenis keahlian atau pekerjaan, seperti guru, dokter, atau petani, yang dianggap setara dalam fungsinya masing-masing.;Usulkan satu kriteria diferensiasi sosial budaya baru (selain 5 yang disebut) yang relevan untuk generasi muda di era digital saat ini!;C6-Mencipta
"Dalam ilmu ekonomi, pemenuhan kebutuhan masyarakat terjadi melalui interaksi antara permintaan dan penawaran di pasar, yang mengarah pada terbentuknya harga keseimbangan. Proses ini melibatkan kegiatan ekonomi seperti konsumsi, distribusi, dan produksi.

Permintaan (Demand) adalah jumlah barang atau jasa yang ingin dan mampu dibeli oleh konsumen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum permintaan menyatakan bahwa terdapat hubungan negatif atau berbanding terbalik antara harga dengan jumlah barang yang diminta, dengan asumsi faktor-faktor lain tetap (ceteris paribus). Artinya, jika harga naik, jumlah permintaan akan turun, dan sebaliknya. Contohnya, pada permintaan buku tulis, saat harga Rp 10.000, yang diminta 2 eksemplar, namun saat harga turun menjadi Rp 2.000, yang diminta naik menjadi 10 eksemplar.

Beberapa faktor di luar harga yang memengaruhi permintaan (kondisi non-ceteris paribus) antara lain:
1.  Harga Barang Lain: Terdiri dari barang substitusi (pengganti) dan komplementer (pelengkap). Contoh substitusi: jika harga teh naik, permintaan kopi akan meningkat. Contoh komplementer: jika harga teh naik, permintaan gula sebagai pelengkapnya akan turun.
2.  Pendapatan: Terdapat hubungan positif; saat pendapatan masyarakat naik, permintaan terhadap barang/jasa cenderung naik, dan sebaliknya.
3.  Selera Masyarakat: Selera yang tinggi terhadap suatu barang akan meningkatkan permintaan terhadap barang tersebut.
4.  Ekspektasi Masa Depan: Perkiraan kenaikan harga di masa depan akan mendorong peningkatan permintaan saat ini. Contohnya, prediksi harga cabai akan naik akan meningkatkan permintaan cabai hari ini.
5.  Faktor lainnya termasuk tren, jumlah penduduk, dan perilaku produsen.

Penawaran (Supply) adalah jumlah barang atau jasa yang ingin dan mampu dijual oleh produsen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum penawaran berkebalikan dengan permintaan, yaitu memiliki hubungan positif atau berbanding lurus. Artinya, semakin tinggi harga suatu barang, semakin banyak jumlah barang yang ditawarkan oleh produsen, dan sebaliknya. Ini juga berlaku dalam kondisi ceteris paribus. Contohnya, pada penawaran buku tulis, saat harga Rp 2.000, yang ditawarkan 2 eksemplar, namun saat harga naik menjadi Rp 10.000, yang ditawarkan naik menjadi 10 eksemplar. Faktor-faktor yang memengaruhi penawaran di luar harga barang itu sendiri termasuk harga barang lain (substitusi dan komplementer).";Apakah definisi dari Permintaan (Demand)?;C1-Mengingat
"Dalam ilmu ekonomi, pemenuhan kebutuhan masyarakat terjadi melalui interaksi antara permintaan dan penawaran di pasar, yang mengarah pada terbentuknya harga keseimbangan. Proses ini melibatkan kegiatan ekonomi seperti konsumsi, distribusi, dan produksi.

Permintaan (Demand) adalah jumlah barang atau jasa yang ingin dan mampu dibeli oleh konsumen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum permintaan menyatakan bahwa terdapat hubungan negatif atau berbanding terbalik antara harga dengan jumlah barang yang diminta, dengan asumsi faktor-faktor lain tetap (ceteris paribus). Artinya, jika harga naik, jumlah permintaan akan turun, dan sebaliknya. Contohnya, pada permintaan buku tulis, saat harga Rp 10.000, yang diminta 2 eksemplar, namun saat harga turun menjadi Rp 2.000, yang diminta naik menjadi 10 eksemplar.

Beberapa faktor di luar harga yang memengaruhi permintaan (kondisi non-ceteris paribus) antara lain:
1.  Harga Barang Lain: Terdiri dari barang substitusi (pengganti) dan komplementer (pelengkap). Contoh substitusi: jika harga teh naik, permintaan kopi akan meningkat. Contoh komplementer: jika harga teh naik, permintaan gula sebagai pelengkapnya akan turun.
2.  Pendapatan: Terdapat hubungan positif; saat pendapatan masyarakat naik, permintaan terhadap barang/jasa cenderung naik, dan sebaliknya.
3.  Selera Masyarakat: Selera yang tinggi terhadap suatu barang akan meningkatkan permintaan terhadap barang tersebut.
4.  Ekspektasi Masa Depan: Perkiraan kenaikan harga di masa depan akan mendorong peningkatan permintaan saat ini. Contohnya, prediksi harga cabai akan naik akan meningkatkan permintaan cabai hari ini.
5.  Faktor lainnya termasuk tren, jumlah penduduk, dan perilaku produsen.

Penawaran (Supply) adalah jumlah barang atau jasa yang ingin dan mampu dijual oleh produsen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum penawaran berkebalikan dengan permintaan, yaitu memiliki hubungan positif atau berbanding lurus. Artinya, semakin tinggi harga suatu barang, semakin banyak jumlah barang yang ditawarkan oleh produsen, dan sebaliknya. Ini juga berlaku dalam kondisi ceteris paribus. Contohnya, pada penawaran buku tulis, saat harga Rp 2.000, yang ditawarkan 2 eksemplar, namun saat harga naik menjadi Rp 10.000, yang ditawarkan naik menjadi 10 eksemplar. Faktor-faktor yang memengaruhi penawaran di luar harga barang itu sendiri termasuk harga barang lain (substitusi dan komplementer).";Sebutkan bunyi dari Hukum Penawaran.;C1-Mengingat
"Dalam ilmu ekonomi, pemenuhan kebutuhan masyarakat terjadi melalui interaksi antara permintaan dan penawaran di pasar, yang mengarah pada terbentuknya harga keseimbangan. Proses ini melibatkan kegiatan ekonomi seperti konsumsi, distribusi, dan produksi.

Permintaan (Demand) adalah jumlah barang atau jasa yang ingin dan mampu dibeli oleh konsumen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum permintaan menyatakan bahwa terdapat hubungan negatif atau berbanding terbalik antara harga dengan jumlah barang yang diminta, dengan asumsi faktor-faktor lain tetap (ceteris paribus). Artinya, jika harga naik, jumlah permintaan akan turun, dan sebaliknya. Contohnya, pada permintaan buku tulis, saat harga Rp 10.000, yang diminta 2 eksemplar, namun saat harga turun menjadi Rp 2.000, yang diminta naik menjadi 10 eksemplar.

Beberapa faktor di luar harga yang memengaruhi permintaan (kondisi non-ceteris paribus) antara lain:
1.  Harga Barang Lain: Terdiri dari barang substitusi (pengganti) dan komplementer (pelengkap). Contoh substitusi: jika harga teh naik, permintaan kopi akan meningkat. Contoh komplementer: jika harga teh naik, permintaan gula sebagai pelengkapnya akan turun.
2.  Pendapatan: Terdapat hubungan positif; saat pendapatan masyarakat naik, permintaan terhadap barang/jasa cenderung naik, dan sebaliknya.
3.  Selera Masyarakat: Selera yang tinggi terhadap suatu barang akan meningkatkan permintaan terhadap barang tersebut.
4.  Ekspektasi Masa Depan: Perkiraan kenaikan harga di masa depan akan mendorong peningkatan permintaan saat ini. Contohnya, prediksi harga cabai akan naik akan meningkatkan permintaan cabai hari ini.
5.  Faktor lainnya termasuk tren, jumlah penduduk, dan perilaku produsen.

Penawaran (Supply) adalah jumlah barang atau jasa yang ingin dan mampu dijual oleh produsen pada berbagai tingkat harga dalam periode waktu tertentu. Hukum penawaran berkebalikan dengan permintaan, yaitu memiliki hubungan positif atau berbanding lurus. Artinya, semakin tinggi harga suatu barang, semakin banyak jumlah barang yang ditawarkan oleh produsen, dan sebaliknya. Ini juga berlaku dalam kondisi ceteris paribus. Contohnya, pada penawaran buku tulis, saat harga Rp 2.000, yang ditawarkan 2 eksemplar, namun saat harga naik menjadi Rp 10.000, yang ditawarkan naik menjadi 10 eksemplar. Faktor-faktor yang memengaruhi penawaran di luar harga barang itu sendiri termasuk harga barang lain (substitusi dan komplementer).";Apa arti dari istilah 'ceteris paribus' dalam konteks hukum permintaan dan penawaran?;C1-Mengingat
