source,target,relation,weight
ketahanan wilayah,pemanfaatan potensi daerah,peer,1
ketahanan wilayah,perbandingan tujuan ketahanan wilayah,has_subtopic,1
ketahanan wilayah,regulasi kerja sama daerah luar negeri,has_subtopic,1
ketahanan wilayah,q_0d9ebc991b,has_question,1
ketahanan wilayah,kerja sama impor pangan,peer,1
ketahanan wilayah,stabilitas ketersediaan kebutuhan,peer,1
ketahanan wilayah,kelemahan strategi,peer,1
ketahanan wilayah,q_f64437d9cc,has_question,1
ketahanan wilayah,implementasi strategi ketahanan nasional,successor,1
ketahanan wilayah,pengembangan potensi daerah,successor,1
ketahanan wilayah,stabilitas ketersediaan kebutuhan penduduk,peer,1
ketahanan wilayah,kerja sama antarprovinsi,peer,1
jenis infrastruktur,infrastruktur fisik,has_concept,1
jenis infrastruktur,infrastruktur nonfisik,has_concept,1
infrastruktur fisik,q_86cb1fb61e,has_question,1
infrastruktur fisik,komponen ketahanan wilayah,successor,1
infrastruktur fisik,infrastruktur nonfisik,peer,1
infrastruktur nonfisik,q_86cb1fb61e,has_question,1
infrastruktur nonfisik,komponen ketahanan wilayah,successor,1
infrastruktur nonfisik,infrastruktur fisik,peer,1
q_86cb1fb61e,mengingat,requires_method,1
konsep dasar ketahanan wilayah,infrastruktur fisik,prerequisite,1
konsep dasar ketahanan wilayah,infrastruktur nonfisik,prerequisite,1
psikologi sosial,gejala awal bullying,has_subtopic,1
gejala awal bullying,gejala awal bullying,has_concept,1
gejala awal bullying,kasus bullying,has_concept,2
gejala awal bullying,q_4a73124312,has_question,1
gejala awal bullying,jenis-jenis bullying,successor,1
gejala awal bullying,dampak bullying,successor,1
kasus bullying,q_4a73124312,has_question,1
kasus bullying,jenis-jenis bullying,successor,1
kasus bullying,dampak bullying,successor,1
kasus bullying,gejala awal bullying,peer,1
q_4a73124312,mengingat,requires_method,1
konsep bullying,gejala awal bullying,prerequisite,1
konsep bullying,kasus bullying,prerequisite,1
ilmu negara dan pemerintahan,sistem pemerintahan indonesia,has_subtopic,1
sistem pemerintahan indonesia,sistem pemerintahan indonesia,has_concept,1
sistem pemerintahan indonesia,dekrit presiden 1959,has_concept,2
sistem pemerintahan indonesia,q_5b01985820,has_question,1
sistem pemerintahan indonesia,sistem pemerintahan orde lama,successor,1
sistem pemerintahan indonesia,peran presiden pada demokrasi parlementer,has_subtopic,1
sistem pemerintahan indonesia,ketidakstabilan demokrasi parlementer,has_subtopic,1
sistem pemerintahan indonesia,perbedaan presidensial dan parlementer,has_subtopic,1
sistem pemerintahan indonesia,demokrasi parlementer 1950-1959,has_subtopic,1
sistem pemerintahan indonesia,transisi demokrasi parlementer ke terpimpin,has_subtopic,1
sistem pemerintahan indonesia,demokrasi parlementer,prerequisite,1
sistem pemerintahan indonesia,demokrasi terpimpin,prerequisite,1
sistem pemerintahan indonesia,faktor pemicu transisi,prerequisite,1
sistem pemerintahan indonesia,proses transisi,prerequisite,1
dekrit presiden 1959,q_5b01985820,has_question,1
dekrit presiden 1959,sistem pemerintahan orde lama,successor,1
dekrit presiden 1959,sistem pemerintahan indonesia,peer,1
q_5b01985820,mengingat,requires_method,1
sejarah periode orde lama,sistem pemerintahan indonesia,prerequisite,1
sejarah periode orde lama,dekrit presiden 1959,prerequisite,1
reformasi birokrasi,langkah mereformasi bumn,has_subtopic,1
reformasi birokrasi,q_ea2be250d6,has_question,1
reformasi birokrasi,bumn,prerequisite,5
reformasi birokrasi,langkah reformasi,prerequisite,2
reformasi birokrasi,implementasi reformasi birokrasi,successor,1
reformasi birokrasi,sistem merit,successor,3
reformasi birokrasi,kondisi bumn orde baru,has_subtopic,1
reformasi birokrasi,privatisasi badan usaha milik negara,has_subtopic,1
reformasi birokrasi,privatisasi dan pendanaan apbn,has_subtopic,1
reformasi birokrasi,privatisasi,prerequisite,1
reformasi birokrasi,dana segar apbn,prerequisite,1
reformasi birokrasi,pemerintahan,prerequisite,1
reformasi birokrasi,akuntabilitas,prerequisite,1
reformasi birokrasi,hubungan birokrasi patrimonial dan kkn bumn,has_subtopic,1
reformasi birokrasi,birokrasi patrimonial,prerequisite,1
reformasi birokrasi,"kkn (korupsi, kolusi, nepotisme)",prerequisite,1
reformasi birokrasi,reformasi birokrasi (rb),prerequisite,1
reformasi birokrasi,strategi pencegahan kkn,has_subtopic,1
reformasi birokrasi,q_c8c8d26cf3,has_question,1
reformasi birokrasi,pencegahan kkn,prerequisite,2
reformasi birokrasi,implementasi kebijakan publik,successor,1
reformasi birokrasi,pengukuran kinerja birokrasi,successor,1
langkah mereformasi bumn,reformasi birokrasi,has_concept,1
langkah mereformasi bumn,bumn,has_concept,1
langkah mereformasi bumn,langkah reformasi,has_concept,1
bumn,q_ea2be250d6,has_question,1
bumn,implementasi reformasi birokrasi,successor,1
bumn,sistem merit,successor,3
bumn,reformasi birokrasi,peer,2
bumn,langkah reformasi,peer,1
bumn,q_e54d8ecda3,has_question,1
bumn,privatisasi bumn,prerequisite,2
bumn,pemerintahan,prerequisite,2
bumn,birokrasi,prerequisite,2
bumn,model pemerintahan,successor,1
bumn,efisiensi pemerintahan,successor,1
bumn,q_37556c84fa,has_question,1
bumn,implementasi uu asn,successor,1
bumn,birokrasi patrimonial,peer,1
bumn,"kkn (korupsi, kolusi, nepotisme)",peer,1
bumn,reformasi birokrasi (rb),peer,1
bumn,q_c8c8d26cf3,has_question,1
bumn,implementasi kebijakan publik,successor,1
bumn,pengukuran kinerja birokrasi,successor,1
bumn,pencegahan kkn,peer,1
langkah reformasi,q_ea2be250d6,has_question,1
langkah reformasi,implementasi reformasi birokrasi,successor,1
langkah reformasi,sistem merit,successor,1
langkah reformasi,reformasi birokrasi,peer,1
langkah reformasi,bumn,peer,1
q_ea2be250d6,mengingat,requires_method,1
sistem merit,q_c099d63013,has_question,1
sistem merit,implementasi kebijakan publik,successor,2
sistem merit,manajemen kinerja,successor,1
sistem merit,birokrasi patrimonial,peer,1
sistem merit,reformasi birokrasi (rb),peer,1
sistem merit,akuntabilitas,peer,1
sistem merit,q_c8c8d26cf3,has_question,1
sistem merit,pengukuran kinerja birokrasi,successor,1
sistem merit,reformasi birokrasi,peer,1
sistem merit,pencegahan kkn,peer,1
sistem merit,bumn,peer,1
metodologi penelitian sosial,langkah awal penelitian sosial,has_subtopic,1
metodologi penelitian sosial,perumusan pertanyaan penelitian,has_subtopic,1
metodologi penelitian sosial,perumusan hipotesis penelitian,has_subtopic,1
metodologi penelitian sosial,tahapan dan bias subjektif penelitian,has_subtopic,1
metodologi penelitian sosial,tahap penelitian sosial,has_subtopic,1
metodologi penelitian sosial,evaluasi rumusan masalah penelitian,has_subtopic,1
metodologi penelitian sosial,penelitian masalah sosial,has_subtopic,1
metodologi penelitian sosial,pembuatan pertanyaan angket bullying,has_subtopic,1
metodologi penelitian sosial,kerangka penelitian sederhana,has_subtopic,1
langkah awal penelitian sosial,proses penelitian sosial,has_concept,1
langkah awal penelitian sosial,identifikasi permasalahan sosial,has_concept,1
langkah awal penelitian sosial,langkah penelitian sosial,has_concept,1
proses penelitian sosial,q_3cc74c0b89,has_question,1
proses penelitian sosial,tahapan penelitian sosial selanjutnya,successor,1
proses penelitian sosial,identifikasi permasalahan sosial,peer,1
proses penelitian sosial,langkah penelitian sosial,peer,1
proses penelitian sosial,q_623418025b,has_question,1
proses penelitian sosial,interpretasi data,successor,1
proses penelitian sosial,analisis hasil penelitian,successor,1
proses penelitian sosial,jajak pendapat,peer,1
proses penelitian sosial,dialog,peer,1
proses penelitian sosial,penyebaran angket,peer,1
proses penelitian sosial,q_ffd2b8ea0f,has_question,1
proses penelitian sosial,analisis hasil penelitian sosial,successor,1
proses penelitian sosial,penerapan solusi berbasis penelitian,successor,1
proses penelitian sosial,pemecahan masalah sosial,peer,1
proses penelitian sosial,krusialitas langkah,peer,1
proses penelitian sosial,argumen pendukung,peer,1
identifikasi permasalahan sosial,q_3cc74c0b89,has_question,1
identifikasi permasalahan sosial,tahapan penelitian sosial selanjutnya,successor,1
identifikasi permasalahan sosial,proses penelitian sosial,peer,1
identifikasi permasalahan sosial,langkah penelitian sosial,peer,1
langkah penelitian sosial,q_3cc74c0b89,has_question,1
langkah penelitian sosial,tahapan penelitian sosial selanjutnya,successor,1
langkah penelitian sosial,proses penelitian sosial,peer,1
langkah penelitian sosial,identifikasi permasalahan sosial,peer,1
q_3cc74c0b89,mengingat,requires_method,1
pemecahan masalah,proses penelitian sosial,prerequisite,2
pemecahan masalah,identifikasi permasalahan sosial,prerequisite,1
pemecahan masalah,langkah penelitian sosial,prerequisite,1
pemecahan masalah,q_b894faa4cd,has_question,1
pemecahan masalah,pendekatan interaksionis,prerequisite,2
pemecahan masalah,intervensi perilaku,prerequisite,2
pemecahan masalah,teori pembelajaran sosial,successor,1
pemecahan masalah,perencanaan intervensi pendidikan,successor,1
pemecahan masalah,jajak pendapat,prerequisite,1
pemecahan masalah,dialog,prerequisite,1
pemecahan masalah,penyebaran angket,prerequisite,1
pemecahan masalah,langkah dalam penelitian sosial,has_subtopic,1
pemecahan masalah,q_e698ec64fe,has_question,1
pemecahan masalah,"pendekatan perspektif lain (misalnya, fungsionalisme)",successor,1
pemecahan masalah,strategi resolusi konflik,successor,1
pemecahan masalah,perspektif konflik,peer,1
pemecahan masalah,negosiasi dan akomodasi,peer,1
pemecahan masalah,kekuatan kelompok,peer,1
pemecahan masalah,perspektif sosiologi,prerequisite,1
pemecahan masalah,bullying di sekolah,prerequisite,1
pemecahan masalah,evaluasi solusi,prerequisite,1
pemecahan masalah,q_ca3488b1de,has_question,1
pemecahan masalah,analisis data penelitian sosial,successor,2
pemecahan masalah,penelitian sosial,peer,3
pemecahan masalah,identifikasi masalah,peer,2
pemecahan masalah,penemuan alternatif solusi,peer,2
pemecahan masalah,q_13cb36b1cf,has_question,1
pemecahan masalah,pengembangan instrumen survei,peer,1
pemecahan masalah,q_4924b15845,has_question,1
pemecahan masalah,solusi lingkungan,successor,1
pemecahan masalah,konservasi alam,successor,1
pemecahan masalah,pemanasan global,peer,1
pemecahan masalah,kerusakan bumi,peer,1
pemecahan masalah,aktivitas program sekolah,peer,1
pemecahan masalah,perumusan judul penelitian,has_subtopic,2
pemberdayaan komunitas,contoh masalah sosial yang dapat diatasi,has_subtopic,1
pemberdayaan komunitas,q_28339b6084,has_question,1
pemberdayaan komunitas,model pemberdayaan (top-down vs bottom-up),successor,1
pemberdayaan komunitas,implementasi program pemberdayaan,successor,1
pemberdayaan komunitas,masalah sosial,peer,1
pemberdayaan komunitas,"pihak inisiator (pemerintah, lsm, dll.)",peer,1
pemberdayaan komunitas,model-model pemberdayaan komunitas,has_subtopic,1
pemberdayaan komunitas,analisis swot dalam pemberdayaan,has_subtopic,1
pemberdayaan komunitas,pentingnya identifikasi kebutuhan komunitas,has_subtopic,1
pemberdayaan komunitas,faktor penyebab masalah ekonomi lokal,has_subtopic,1
pemberdayaan komunitas,penerapan analisis swot,has_subtopic,1
pemberdayaan komunitas,model pemberdayaan top-down,has_subtopic,2
pemberdayaan komunitas,perbandingan model intervensi sosial,has_subtopic,1
pemberdayaan komunitas,kelemahan model top-down,has_subtopic,1
pemberdayaan komunitas,perencanaan dan pelibatan pihak,has_subtopic,1
pemberdayaan komunitas,peran csr dalam model pemberdayaan,has_subtopic,1
pemberdayaan komunitas,q_48d599ef7f,has_question,1
pemberdayaan komunitas,keunggulan dan kelemahan model pemberdayaan,successor,1
pemberdayaan komunitas,implementasi csr dalam pembangunan,successor,1
pemberdayaan komunitas,corporate social responsibility (csr),peer,2
pemberdayaan komunitas,model pemberdayaan bottom-up,peer,2
pemberdayaan komunitas,model inisiasi pemberdayaan,has_subtopic,1
pemberdayaan komunitas,q_72653344a8,has_question,1
pemberdayaan komunitas,analisis kelebihan dan kelemahan model,successor,1
pemberdayaan komunitas,strategi implementasi pemberdayaan,successor,1
pemberdayaan komunitas,model top-down,peer,1
pemberdayaan komunitas,model bottom-up,peer,1
pemberdayaan komunitas,perbandingan model pemberdayaan,has_subtopic,1
pemberdayaan komunitas,efektivitas pendekatan komunitas vs pendidikan formal,has_subtopic,1
pemberdayaan komunitas,q_9a8f8a5681,has_question,1
pemberdayaan komunitas,perencanaan program pemberdayaan,successor,1
pemberdayaan komunitas,analisis kebijakan pendidikan,successor,1
pemberdayaan komunitas,komunitas lokal,peer,1
pemberdayaan komunitas,pendidikan formal,peer,1
pemberdayaan komunitas,kearifan lokal,peer,2
pemberdayaan komunitas,tahapan proses pemberdayaan,has_subtopic,1
pemberdayaan komunitas,q_d849714361,has_question,1
pemberdayaan komunitas,strategi pelestarian kearifan lokal,successor,1
pemberdayaan komunitas,dampak globalisasi terhadap budaya,successor,1
pemberdayaan komunitas,identitas komunitas,peer,1
pemberdayaan komunitas,globalisasi,peer,1
pemberdayaan komunitas,penggabungan aksi sosial dan seni budaya,has_subtopic,1
pemberdayaan komunitas,pelestarian kearifan lokal,has_subtopic,1
pemberdayaan komunitas,metode pelaksanaan program,has_subtopic,1
pemberdayaan komunitas,program mengatasi sampah plastik,has_subtopic,1
contoh masalah sosial yang dapat diatasi,pemberdayaan komunitas,has_concept,1
contoh masalah sosial yang dapat diatasi,masalah sosial,has_concept,1
contoh masalah sosial yang dapat diatasi,"pihak inisiator (pemerintah, lsm, dll.)",has_concept,1
masalah sosial,q_28339b6084,has_question,1
masalah sosial,model pemberdayaan (top-down vs bottom-up),successor,1
masalah sosial,implementasi program pemberdayaan,successor,1
masalah sosial,pemberdayaan komunitas,peer,1
masalah sosial,"pihak inisiator (pemerintah, lsm, dll.)",peer,1
masalah sosial,q_f5d55738d5,has_question,1
masalah sosial,penjelasan mendalam mengenai masing-masing perspektif sosiologi,successor,1
masalah sosial,perspektif sosiologi,peer,1
masalah sosial,penerapan model penanganan masalah sosial,has_subtopic,1
masalah sosial,q_608a01ecac,has_question,1
masalah sosial,analisis penyelesaian masalah sosial,successor,1
masalah sosial,upah tidak layak,peer,1
masalah sosial,sifat subjektif,peer,1
masalah sosial,q_54ff5da020,has_question,1
masalah sosial,penyebab masalah sosial,successor,1
masalah sosial,solusi masalah sosial,successor,1
masalah sosial,gejala sosial,peer,1
masalah sosial,karakteristik masalah sosial,peer,1
masalah sosial,masalah pribadi,peer,1
masalah sosial,q_f04b79dfb3,has_question,1
masalah sosial,perubahan sosial,successor,1
masalah sosial,dampak negatif globalisasi,successor,1
masalah sosial,transformasi sosial,peer,1
masalah sosial,skenario hipotetis,peer,1
"pihak inisiator (pemerintah, lsm, dll.)",q_28339b6084,has_question,1
"pihak inisiator (pemerintah, lsm, dll.)",model pemberdayaan (top-down vs bottom-up),successor,1
"pihak inisiator (pemerintah, lsm, dll.)",implementasi program pemberdayaan,successor,1
"pihak inisiator (pemerintah, lsm, dll.)",pemberdayaan komunitas,peer,1
"pihak inisiator (pemerintah, lsm, dll.)",masalah sosial,peer,1
q_28339b6084,mengingat,requires_method,1
definisi pemberdayaan komunitas,pemberdayaan komunitas,prerequisite,2
definisi pemberdayaan komunitas,masalah sosial,prerequisite,1
definisi pemberdayaan komunitas,"pihak inisiator (pemerintah, lsm, dll.)",prerequisite,1
definisi pemberdayaan komunitas,model top-down,prerequisite,2
definisi pemberdayaan komunitas,model bottom-up,prerequisite,2
definisi pemberdayaan komunitas,model pemberdayaan top-down,prerequisite,2
definisi pemberdayaan komunitas,rasa kepemilikan program,prerequisite,1
