id,type,label,bloom_level,difficulty,frequency
metode penelitian sejarah,concept,Metode penelitian sejarah,C3-Menerapkan,3.0,1.0
pengaruh ketinggian terhadap suhu,topic_fine,Pengaruh Ketinggian Terhadap Suhu,,,
penurunan suhu udara,concept,Penurunan Suhu Udara,C1-Mengingat,1.0,1.0
ketinggian,concept,Ketinggian,C1-Mengingat,1.0,1.0
suhu udara,concept,Suhu Udara,C1-Mengingat,1.0,1.0
q_9392443f09,question,Berapa rata-rata penurunan suhu udara untuk setiap kenaikan ketinggian 100 meter?,C1-Mengingat,1.0,
konsep dasar tentang iklim,concept,Konsep dasar tentang iklim,,,
pengaruh ketinggian terhadap vegetasi,concept,Pengaruh Ketinggian Terhadap Vegetasi,,,
fenomena atmosfer,concept,Fenomena Atmosfer,,,
sejarah perjuangan bangsa,topic_coarse,Sejarah Perjuangan Bangsa,,,
kebijakan politik etis,topic_fine,Kebijakan Politik Etis,,,
program politik etis,concept,Program Politik Etis,C1-Mengingat,1.0,1.0
kebijakan kolonial,concept,Kebijakan Kolonial,C1-Mengingat,1.0,1.0
q_1701721426,question,Sebutkan tiga program yang dijalankan dalam kebijakan Politik Etis!,C1-Mengingat,1.0,
politik kolonial,concept,Politik Kolonial,,,
dampak politik etis,concept,Dampak Politik Etis,,,
perubahan iklim,topic_coarse,Perubahan Iklim,C5-Mengevaluasi,5.0,6.0
peningkatan suhu rata-rata global,topic_fine,Peningkatan Suhu Rata-rata Global,,,
kenaikan suhu rata-rata global,concept,Kenaikan suhu rata-rata global,C1-Mengingat,1.0,1.0
intergovernmental panel on climate change (ipcc),concept,Intergovernmental Panel on Climate Change (IPCC),C1-Mengingat,1.0,1.0
q_e1369b6715,question,Berapa perkiraan kenaikan suhu rata-rata global menurut Intergovernmental Panel on Climate Change (IPCC) tahun 2021?,C1-Mengingat,1.0,
definisi perubahan iklim,concept,Definisi Perubahan Iklim,C6-Mencipta,5.0,4.0
dampak perubahan iklim,concept,Dampak Perubahan Iklim,C3-Menerapkan,3.0,1.0
penyebab perubahan iklim,concept,Penyebab perubahan iklim,,,
pengukuran pertumbuhan ekonomi,topic_fine,Pengukuran Pertumbuhan Ekonomi,,,
produk domestik bruto (pdb),concept,Produk Domestik Bruto (PDB),C6-Mencipta,5.0,7.0
definisi pdb,concept,Definisi PDB,C1-Mengingat,1.0,1.0
q_1f2bfd8923,question,Apa kepanjangan dari PDB dan apa yang diukurnya?,C1-Mengingat,1.0,
pertumbuhan ekonomi,concept,Pertumbuhan Ekonomi,C6-Mencipta,5.0,12.0
indikator pertumbuhan ekonomi,concept,Indikator Pertumbuhan Ekonomi,C5-Mengevaluasi,4.0,1.0
ketenagakerjaan,topic_coarse,Ketenagakerjaan,,,
definisi pengangguran,topic_fine,Definisi Pengangguran,C2-Memahami,2.0,1.0
pengangguran,concept,Pengangguran,C5-Mengevaluasi,4.0,7.0
angkatan kerja,concept,Angkatan Kerja,C2-Memahami,2.0,4.0
kondisi mencari kerja,concept,Kondisi Mencari Kerja,C1-Mengingat,1.0,1.0
q_3eb1e79935,question,Apa definisi pengangguran menurut konteks tersebut?,C1-Mengingat,1.0,
konsep dasar ketenagakerjaan,concept,Konsep dasar ketenagakerjaan,,,
jenis-jenis pengangguran,concept,Jenis-jenis Pengangguran,,,
zona waktu indonesia,topic_fine,Zona Waktu Indonesia,C6-Mencipta,5.0,1.0
zona waktu,concept,Zona Waktu,C5-Mengevaluasi,4.0,2.0
keputusan presiden nomor 41 tahun 1987,concept,Keputusan Presiden Nomor 41 Tahun 1987,C1-Mengingat,1.0,1.0
q_ad9d8b4ebe,question,"Berdasarkan Keputusan Presiden Nomor 41 Tahun 1987, ada berapa zona waktu yang ditetapkan di Indonesia?",C1-Mengingat,1.0,
pengetahuan tentang pembagian zona waktu,concept,Pengetahuan tentang pembagian zona waktu,,,
sejarah uang,topic_coarse,Sejarah Uang,,,
peredaran uang kertas tertua,topic_fine,Peredaran Uang Kertas Tertua,,,
jiaozi,concept,Jiaozi,C1-Mengingat,1.0,1.0
era dinasti,concept,Era Dinasti,C1-Mengingat,1.0,1.0
negara,concept,Negara,C1-Mengingat,1.0,2.0
q_217259097f,question,"Pada era dinasti apa dan di negara mana uang kertas tertua di dunia, Jiaozi, pertama kali beredar?",C1-Mengingat,1.0,
sistem barter,concept,Sistem Barter,C5-Mengevaluasi,4.0,6.0
evolusi sistem moneter,concept,Evolusi Sistem Moneter,,,
keterampilan dasar,topic_coarse,Keterampilan Dasar,,,
kemampuan aksara,topic_fine,Kemampuan aksara,C1-Mengingat,1.0,1.0
tiga kemampuan dasar,concept,Tiga kemampuan dasar,C1-Mengingat,1.0,1.0
q_de5416af06,question,Apa tiga kemampuan dasar yang termasuk dalam kemampuan aksara?,C1-Mengingat,1.0,
dasar-dasar literasi,concept,Dasar-dasar literasi,,,
jenis-jenis aksara,concept,Jenis-jenis aksara,,,
pembelajaran membaca,concept,Pembelajaran membaca,,,
sosiologi konflik,topic_coarse,Sosiologi Konflik,,,
teori konflik kelas,topic_fine,Teori Konflik Kelas,,,
konflik sosial,concept,Konflik sosial,C6-Mencipta,5.0,4.0
pertentangan kelas,concept,Pertentangan kelas,C1-Mengingat,1.0,1.0
kaum borjuis,concept,Kaum borjuis,C1-Mengingat,1.0,1.0
kaum proletar,concept,Kaum proletar,C1-Mengingat,1.0,1.0
q_76d7aea646,question,Siapakah tokoh sosiologi yang memandang konflik sebagai pertentangan kelas antara kaum borjuis dan proletar?,C1-Mengingat,1.0,
pengertian konflik sosial,concept,Pengertian Konflik Sosial,,,
teori konflik lainnya,concept,Teori konflik lainnya,,,
sejarah politik indonesia,topic_coarse,Sejarah Politik Indonesia,,,
kabinet era reformasi,topic_fine,Kabinet Era Reformasi,,,
b.j. habibie,concept,B.J. Habibie,C1-Mengingat,1.0,1.0
kabinet reformasi pembangunan,concept,Kabinet Reformasi Pembangunan,C1-Mengingat,1.0,1.0
q_1d2c457d27,question,Apa nama kabinet yang dipimpin oleh B.J. Habibie?,C1-Mengingat,1.0,
era reformasi,concept,Era Reformasi,C3-Menerapkan,3.0,1.0
tap mpr no. xi/1998,concept,Tap MPR No. XI/1998,,,
pemisahan kekuasaan,concept,Pemisahan Kekuasaan,C6-Mencipta,5.0,3.0
metodologi penelitian sejarah,topic_coarse,Metodologi Penelitian Sejarah,,,
tahapan penelitian sejarah,topic_fine,Tahapan penelitian sejarah,C5-Mengevaluasi,4.0,1.0
heuristik,concept,Heuristik,C1-Mengingat,1.0,1.0
penelitian sejarah,concept,Penelitian sejarah,C1-Mengingat,1.0,1.0
louis gottschalk,concept,Louis Gottschalk,C1-Mengingat,1.0,1.0
pengumpulan informasi,concept,Pengumpulan informasi,C5-Mengevaluasi,4.0,3.0
q_3f17acc1b8,question,Apakah definisi dari Heuristik dalam konteks penelitian sejarah?,C1-Mengingat,1.0,
kritik sumber,concept,Kritik Sumber,,,
interpretasi,concept,Interpretasi,,,
historiografi,concept,Historiografi,,,
penelitian berbasis pemecahan konflik,topic_coarse,Penelitian berbasis pemecahan konflik,C1-Mengingat,1.0,1.0
teknik pengumpulan data,topic_fine,Teknik pengumpulan data,C1-Mengingat,1.0,1.0
q_ca2c238427,question,Sebutkan dua teknik pengumpulan data yang dijelaskan dalam penelitian berbasis pemecahan konflik!,C1-Mengingat,1.0,
[],method,[],,,
tahapan penelitian berbasis pemecahan konflik,concept,Tahapan Penelitian Berbasis Pemecahan Konflik,,,
nasionalisme dan sejarah,topic_coarse,Nasionalisme dan Sejarah,,,
tokoh dan kitab keagamaan,topic_fine,Tokoh dan Kitab Keagamaan,,,
fadha’il al-jihad,concept,Fadha’il al-Jihad,C1-Mengingat,1.0,1.0
kewajiban perang suci,concept,Kewajiban perang suci,C1-Mengingat,1.0,1.0
penjajah,concept,Penjajah,C1-Mengingat,1.0,1.0
q_56a733e460,question,Siapakah tokoh yang menulis kitab 'Fadha’il al-Jihad' yang berisi tentang kewajiban perang suci melawan penjajah?,C1-Mengingat,1.0,
pengetahuan tentang nasionalisme,concept,Pengetahuan tentang nasionalisme,,,
perang dan konflik asia,concept,Perang dan Konflik Asia,,,
pembangunan wilayah,topic_coarse,Pembangunan Wilayah,C5-Mengevaluasi,5.0,1.0
konsep society 5.0,topic_fine,Konsep Society 5.0,,,
society 5.0,concept,Society 5.0,C2-Memahami,2.0,2.0
q_a189a4ebdb,question,"Menurut teks, konsep Society 5.0 diusung oleh negara mana?",C1-Mengingat,1.0,
strategi sosial globalisasi,topic_coarse,Strategi Sosial Globalisasi,,,
perbedaan kewirausahaan biasa dan sosial,topic_fine,Perbedaan Kewirausahaan Biasa dan Sosial,,,
kewirausahaan biasa,concept,Kewirausahaan biasa,C1-Mengingat,1.0,1.0
kewirausahaan sosial,concept,Kewirausahaan sosial,C1-Mengingat,1.0,1.0
q_bd1fb54f1d,question,"Menurut teks, apa perbedaan utama antara kewirausahaan biasa dengan kewirausahaan sosial?",C1-Mengingat,1.0,
konsep kewirausahaan,concept,Konsep kewirausahaan,,,
analisis dampak sosial kewirausahaan,concept,Analisis dampak sosial kewirausahaan,,,
sejarah penjelajahan samudra,topic_coarse,Sejarah Penjelajahan Samudra,,,
penaklukan malaka oleh portugal,topic_fine,Penaklukan Malaka oleh Portugal,,,
tokoh portugis,concept,Tokoh Portugis,C1-Mengingat,1.0,1.0
penaklukan malaka,concept,Penaklukan Malaka,C1-Mengingat,1.0,1.0
tahun 1511,concept,Tahun 1511,C1-Mengingat,1.0,1.0
q_87384c2de6,question,Siapakah tokoh dari Portugal yang berhasil menguasai Malaka pada tahun 1511?,C1-Mengingat,1.0,
sejarah jalur rempah,concept,Sejarah Jalur Rempah,,,
dampak kolonialisme eropa,concept,Dampak kolonialisme Eropa,,,
pemberontakan ideologis jawa barat,topic_fine,Pemberontakan Ideologis Jawa Barat,,,
pemberontakan kartosuwiryo,concept,Pemberontakan Kartosuwiryo,C1-Mengingat,1.0,1.0
era demokrasi liberal,concept,Era Demokrasi Liberal,C5-Mengevaluasi,4.0,2.0
q_d4f5e42939,question,Apa nama pemberontakan ideologis di Jawa Barat yang dipimpin Kartosuwiryo?,C1-Mengingat,1.0,
pemberontakan prri,concept,Pemberontakan PRRI,C6-Mencipta,5.0,4.0
sosiologi dan masyarakat,topic_coarse,Sosiologi dan Masyarakat,,,
konsep harmoni sosial,topic_fine,Konsep Harmoni Sosial,,,
perpecahan,concept,Perpecahan,C3-Menerapkan,3.0,2.0
konsep yang merusak harmoni sosial,concept,Konsep yang merusak harmoni sosial,C1-Mengingat,1.0,1.0
q_95cc727824,question,"Berdasarkan teks, sebutkan dua konsep yang berpotensi merusak harmoni sosial.",C1-Mengingat,1.0,
harmoni sosial,concept,Harmoni Sosial,C6-Mencipta,5.0,7.0
pencegahan perpecahan,concept,Pencegahan perpecahan,C2-Memahami,2.0,1.0
cara mencapai harmoni sosial,concept,Cara mencapai harmoni sosial,,,
demografi penduduk,topic_coarse,Demografi Penduduk,,,
proses demografi,topic_fine,Proses Demografi,,,
kelahiran (natalitas),concept,Kelahiran (Natalitas),C3-Menerapkan,3.0,5.0
kematian (mortalitas),concept,Kematian (Mortalitas),C3-Menerapkan,3.0,3.0
perpindahan (migrasi),concept,Perpindahan (migrasi),C1-Mengingat,1.0,2.0
q_8f9e819030,question,Sebutkan tiga proses demografi yang memengaruhi perubahan penduduk!,C1-Mengingat,1.0,
definisi penduduk,concept,Definisi Penduduk,,,
dinamika kependudukan,concept,Dinamika Kependudukan,C6-Mencipta,5.0,1.0
pertumbuhan penduduk,concept,Pertumbuhan Penduduk,C3-Menerapkan,3.0,2.0
persebaran flora fauna,topic_coarse,Persebaran Flora Fauna,,,
faktor pengaruh persebaran,topic_fine,Faktor Pengaruh Persebaran,,,
faktor persebaran flora fauna,concept,Faktor persebaran flora fauna,C5-Mengevaluasi,4.0,2.0
hewan pemindah biji durian,concept,Hewan pemindah biji durian,C1-Mengingat,1.0,1.0
q_0da0cef2cd,question,"Menurut teks, contoh hewan yang mampu memindahkan biji durian adalah...",C1-Mengingat,1.0,
faktor-faktor yang mempengaruhi persebaran flora fauna,concept,Faktor-faktor yang mempengaruhi persebaran flora fauna,,,
peran manusia dalam persebaran flora fauna,concept,Peran manusia dalam persebaran flora fauna,,,
konsep dasar keuangan,topic_coarse,Konsep Dasar Keuangan,,,
sistem pertukaran barang sebelum uang,topic_fine,Sistem Pertukaran Barang Sebelum Uang,,,
uang,concept,Uang,C6-Mencipta,5.0,2.0
pertukaran barang,concept,Pertukaran Barang,C3-Menerapkan,3.0,2.0
q_4c49b534fe,question,Apa nama sistem pertukaran barang sebelum uang digunakan sebagai alat pembayaran?,C1-Mengingat,1.0,
pengertian uang,concept,Pengertian Uang,,,
fungsi uang,concept,Fungsi uang,,,
asal usul siklosporin,topic_fine,Asal Usul Siklosporin,,,
siklosporin,concept,Siklosporin,C1-Mengingat,1.0,1.0
transplantasi jaringan manusia,concept,Transplantasi jaringan manusia,C1-Mengingat,1.0,1.0
q_8115d528bb,question,"Dari mana siklosporin, yang berguna untuk transplantasi jaringan manusia, dikembangkan?",C1-Mengingat,1.0,
pengetahuan tentang senyawa medis,concept,Pengetahuan tentang senyawa medis,,,
aplikasi siklosporin dalam kedokteran,concept,Aplikasi Siklosporin dalam kedokteran,,,
literasi finansial,topic_coarse,Literasi Finansial,C5-Mengevaluasi,4.0,3.0
jenis pengeluaran keuangan,topic_fine,Jenis Pengeluaran Keuangan,,,
pengeluaran jangka pendek,concept,Pengeluaran Jangka Pendek,C3-Menerapkan,3.0,2.0
pengeluaran jangka panjang,concept,Pengeluaran Jangka Panjang,C3-Menerapkan,3.0,2.0
q_8ee028c029,question,Sebutkan dua contoh pengeluaran jangka pendek dan dua contoh pengeluaran jangka panjang!,C1-Mengingat,1.0,
konsep dasar pengelolaan keuangan,concept,Konsep dasar pengelolaan keuangan,,,
analisis anggaran keuangan,concept,Analisis anggaran keuangan,,,
perencanaan keuangan,concept,Perencanaan keuangan,,,
akuntansi keuangan,topic_coarse,Akuntansi Keuangan,,,
syarat kualitatif laporan keuangan,topic_fine,Syarat kualitatif laporan keuangan,C1-Mengingat,1.0,1.0
laporan keuangan,concept,Laporan Keuangan,C6-Mencipta,5.0,6.0
q_47af4db4d2,question,Sebutkan empat syarat kualitatif yang harus dipenuhi oleh sebuah laporan keuangan.,C1-Mengingat,1.0,
pengertian laporan keuangan,concept,Pengertian Laporan Keuangan,,,
aspek-aspek laporan keuangan,concept,Aspek-aspek laporan keuangan,,,
ilmu negara/pembangunan,topic_coarse,Ilmu Negara/Pembangunan,,,
konflik keamanan awal orde lama,topic_fine,Konflik Keamanan Awal Orde Lama,,,
konflik utama orde lama,concept,Konflik utama Orde Lama,C1-Mengingat,1.0,1.0
ketidakstabilan keamanan negara,concept,Ketidakstabilan keamanan negara,C1-Mengingat,1.0,1.0
q_8ca7d566a9,question,Sebutkan dua konflik utama yang menyebabkan kondisi keamanan negara tidak stabil pada awal masa Orde Lama!,C1-Mengingat,1.0,
periode orde lama,concept,Periode Orde Lama,C6-Mencipta,5.0,2.0
kondisi politik orde lama,concept,Kondisi politik Orde Lama,,,
sosiologi lembaga sosial,topic_coarse,Sosiologi Lembaga Sosial,,,
definisi norma dalam masyarakat,topic_fine,Definisi Norma dalam Masyarakat,,,
norma,concept,Norma,C2-Memahami,2.0,2.0
lembaga sosial,concept,Lembaga Sosial,C5-Mengevaluasi,5.0,4.0
q_2a89b7fc5c,question,Apa yang dimaksud dengan norma?,C1-Mengingat,1.0,
konsep dasar masyarakat,concept,Konsep dasar masyarakat,,,
fungsi lembaga sosial,concept,Fungsi Lembaga Sosial,,,
bencana alam dan nonalam,topic_coarse,Bencana Alam dan Nonalam,,,
aspek dinamika bencana,topic_fine,Aspek Dinamika Bencana,,,
dinamika bencana,concept,Dinamika Bencana,C5-Mengevaluasi,5.0,2.0
kerentanan,concept,Kerentanan,C3-Menerapkan,3.0,2.0
ancaman,concept,Ancaman,C5-Mengevaluasi,5.0,3.0
kapasitas,concept,Kapasitas,C3-Menerapkan,3.0,3.0
q_0ea981ba64,question,Sebutkan tiga aspek yang membentuk dinamika bencana.,C1-Mengingat,1.0,
definisi bencana,concept,Definisi Bencana,,,
jenis-jenis kerentanan,concept,Jenis-jenis Kerentanan,,,
ilmu atmosfer,topic_coarse,Ilmu Atmosfer,,,
fenomena cuaca di atmosfer,topic_fine,Fenomena Cuaca di Atmosfer,,,
fenomena cuaca,concept,Fenomena cuaca,C1-Mengingat,1.0,1.0
hujan,concept,Hujan,C1-Mengingat,1.0,1.0
awan,concept,Awan,C1-Mengingat,1.0,1.0
q_c6e378b045,question,Di lapisan atmosfer manakah sebagian besar fenomena cuaca seperti hujan dan awan terjadi?,C1-Mengingat,1.0,
definisi lapisan atmosfer,concept,Definisi Lapisan Atmosfer,,,
peran atmosfer bagi kehidupan,concept,Peran atmosfer bagi kehidupan,C5-Mengevaluasi,4.0,2.0
keuangan negara,topic_coarse,Keuangan Negara,,,
anggaran pendapatan dan belanja negara,topic_fine,Anggaran Pendapatan dan Belanja Negara,,,
apbn,concept,APBN,C6-Mencipta,5.0,7.0
rencana keuangan tahunan pemerintah,concept,Rencana keuangan tahunan pemerintah,C1-Mengingat,1.0,2.0
penggunaan apbn untuk pandemi,concept,Penggunaan APBN untuk pandemi,C1-Mengingat,1.0,1.0
q_fa1251c1b8,question,"Menurut teks, program apa yang menjadi contoh nyata penggunaan APBN untuk menanggulangi pandemi?",C1-Mengingat,1.0,
definisi apbn,concept,Definisi APBN,,,
fungsi apbn,concept,Fungsi APBN,C3-Menerapkan,3.0,2.0
siklus anggaran,concept,Siklus Anggaran,,,
geopolitik indonesia,topic_coarse,Geopolitik Indonesia,,,
luas wilayah indonesia,topic_fine,Luas wilayah Indonesia,C1-Mengingat,1.0,1.0
badan informasi geospasial (big),concept,Badan Informasi Geospasial (BIG),C1-Mengingat,1.0,1.0
q_6a61846000,question,Berapakah luas total wilayah Indonesia menurut Badan Informasi Geospasial (BIG)?,C1-Mengingat,1.0,
pengetahuan dasar tentang geopolitik,concept,Pengetahuan dasar tentang Geopolitik,,,
potensi kerja sama internasional indonesia,concept,Potensi Kerja Sama Internasional Indonesia,C5-Mengevaluasi,4.0,1.0
sejarah kolonialisme,topic_coarse,Sejarah Kolonialisme,,,
pendirian vereenigde oostindische compagnie,topic_fine,Pendirian Vereenigde Oostindische Compagnie,,,
vereenigde oostindische compagnie (voc),concept,Vereenigde Oostindische Compagnie (VOC),C1-Mengingat,1.0,1.0
pendirian voc,concept,Pendirian VOC,C1-Mengingat,1.0,1.0
q_418cc257ae,question,Kapan Vereenigde Oostindische Compagnie (VOC) didirikan?,C1-Mengingat,1.0,
botani dan ekologi,topic_coarse,Botani dan Ekologi,,,
flora endemik dan bahan baku,topic_fine,Flora Endemik dan Bahan Baku,,,
minyak kayu putih,concept,Minyak kayu putih,C1-Mengingat,1.0,1.0
tanaman bahan utama,concept,Tanaman bahan utama,C1-Mengingat,1.0,1.0
q_097e7b6e30,question,Tanaman apa yang menjadi bahan utama untuk pembuatan minyak kayu putih?,C1-Mengingat,1.0,
pengetahuan tentang tanaman obat,concept,Pengetahuan tentang tanaman obat,,,
proses pembuatan minyak atsiri,concept,Proses pembuatan minyak atsiri,,,
klasifikasi tumbuhan,concept,Klasifikasi Tumbuhan,,,
biologi lingkungan,topic_coarse,Biologi Lingkungan,,,
xerophyta,concept,Xerophyta,C1-Mengingat,1.0,1.0
definisi,concept,Definisi,C1-Mengingat,1.0,1.0
q_8687b11a9a,question,Apakah definisi dari tumbuhan Xerophyta?,C1-Mengingat,1.0,
jenis-jenis tumbuhan,concept,Jenis-jenis Tumbuhan,,,
adaptasi tumbuhan,concept,Adaptasi tumbuhan,C4-Menganalisis,4.0,1.0
perbandingan tingkat literasi finansial,topic_fine,Perbandingan Tingkat Literasi Finansial,,,
tingkat literasi finansial indonesia,concept,Tingkat literasi finansial Indonesia,C1-Mengingat,1.0,1.0
tingkat literasi finansial singapura,concept,Tingkat literasi finansial Singapura,C1-Mengingat,1.0,1.0
tingkat literasi finansial malaysia,concept,Tingkat literasi finansial Malaysia,C1-Mengingat,1.0,1.0
data penelitian bank dunia 2015,concept,Data penelitian Bank Dunia 2015,C1-Mengingat,1.0,1.0
q_9a2a9ef04d,question,"Menurut penelitian Bank Dunia tahun 2015, bagaimana perbandingan tingkat literasi finansial Indonesia dengan negara teta",C1-Mengingat,1.0,
definisi literasi finansial,concept,Definisi Literasi Finansial,C5-Mengevaluasi,4.0,1.0
dampak literasi finansial,concept,Dampak literasi finansial,,,
strategi peningkatan literasi finansial,concept,Strategi Peningkatan Literasi Finansial,,,
manajemen konflik,topic_coarse,Manajemen Konflik,C6-Mencipta,5.0,4.0
pendekatan dalam penanganan konflik,topic_fine,Pendekatan dalam Penanganan Konflik,,,
pencegahan konflik,concept,Pencegahan Konflik,C6-Mencipta,5.0,6.0
penanganan konflik,concept,Penanganan Konflik,C3-Menerapkan,3.0,3.0
q_d100174d99,question,Sebutkan dua pendekatan yang digunakan dalam manajemen konflik.,C1-Mengingat,1.0,
jenis-jenis pengangguran berdasarkan sifat,topic_fine,Jenis-jenis pengangguran berdasarkan sifat,,,
pengangguran terbuka,concept,Pengangguran Terbuka,C4-Menganalisis,4.0,4.0
setengah menganggur,concept,Setengah Menganggur,C4-Menganalisis,4.0,4.0
pengangguran terselubung,concept,Pengangguran Terselubung,C4-Menganalisis,4.0,2.0
q_b6238fb213,question,Sebutkan tiga jenis pengangguran berdasarkan sifatnya!,C1-Mengingat,1.0,
penyebab pengangguran,concept,Penyebab pengangguran,,,
solusi pengangguran,concept,Solusi pengangguran,,,
sejarah islam nusantara,topic_coarse,Sejarah Islam Nusantara,,,
teori masuknya islam,topic_fine,Teori Masuknya Islam,C4-Menganalisis,4.0,1.0
teori arab mengenai masuknya islam,concept,Teori Arab mengenai masuknya Islam,C1-Mengingat,1.0,1.0
tokoh pendukung teori,concept,Tokoh pendukung teori,C1-Mengingat,1.0,1.0
q_7eb526a9e0,question,Sebutkan tiga tokoh pendukung Teori Arab mengenai masuknya Islam ke Nusantara,C1-Mengingat,1.0,
versi waktu masuknya islam di nusantara,concept,Versi waktu masuknya Islam di Nusantara,,,
bukti-bukti masuknya islam di nusantara,concept,Bukti-bukti masuknya Islam di Nusantara,,,
perkembangan pengaruh islam di nusantara,concept,Perkembangan Pengaruh Islam di Nusantara,,,
kongsi dagang belanda di indonesia,topic_fine,Kongsi Dagang Belanda di Indonesia,,,
kongsi dagang belanda,concept,Kongsi Dagang Belanda,C1-Mengingat,1.0,1.0
