Konteks;Pertanyaan;Level Kognitif
Ilmu ekonomi adalah ilmu yang mempelajari upaya manusia dalam memenuhi kebutuhannya yang tidak terbatas dengan sumber daya yang terbatas. Kehadiran ilmu ini didasari oleh aktivitas manusia sehari-hari seperti nelayan melaut atau petani ke sawah yang bertujuan untuk bekerja memenuhi kebutuhan. Fenomena ini menunjukkan bahwa manusia adalah 'homo economicus', sebuah istilah yang berasal dari bahasa Yunani 'oikonomikos' (pengelolaan ladang) yang pertama kali disampaikan oleh filsuf Xenophon. Awalnya, oikonomikos berarti cara mengelola ladang untuk kebutuhan keluarga dan kota, namun kini dipahami sebagai upaya manusia memenuhi kebutuhan dan kepuasan saat alat pemuas kebutuhan terbatas. Masalah mendasar yang mendorong lahirnya ilmu ekonomi adalah kelangkaan (scarcity), yang memaksa manusia untuk membuat pilihan. Sejarah perkembangan ilmu ekonomi modern ditandai dengan terbitnya buku 'An Inquiry Into the Nature and Cause of the Wealth of Nations' (dikenal sebagai 'Wealth of Nations') pada tahun 1776 oleh Adam Smith, yang kemudian dijuluki sebagai 'Bapak Ilmu Ekonomi'. Salah satu gagasannya yang terkenal adalah teori 'Invisible Hand'. Sebelum Adam Smith, pemikiran ekonomi sudah ada namun tidak sistematis. Dalam sejarahnya, manusia berevolusi dari berburu ke bercocok tanam, yang kemudian memunculkan sistem barter untuk memenuhi kebutuhan yang beragam. Namun, sistem barter memiliki dua kekurangan utama: (1) tidak adanya satuan ukur yang jelas, yang berpotensi menimbulkan ketidakadilan, dan (2) kesulitan menemukan pihak yang kebutuhannya saling cocok (double coincidence of wants), sehingga dianggap tidak efektif. Untuk mengatasi masalah ini, manusia menemukan satuan alat hitung, yaitu uang, yang mempermudah proses pertukaran barang dan jasa.;Dari bahasa Yunani apakah istilah 'economicus' berasal dan apa artinya?;C1-Mengingat
Pembangunan adalah usaha sadar, terencana, dan berkelanjutan untuk mewujudkan peningkatan kesejahteraan dan kemajuan kehidupan suatu masyarakat, yang mencakup aspek fisik (jalan, gedung) dan non-fisik (pendidikan, kesehatan, demokrasi). Pembangunan identik dengan perubahan yang mengarah pada kebaikan (konstruktif), bukan keburukan (destruktif). Definisi dari para ahli menekankan bahwa pembangunan adalah suatu proses yang menciptakan pertumbuhan, kemajuan, dan perubahan positif untuk mencapai cita-cita negara mensejahterakan rakyatnya. Tiga poin utama dari pembangunan adalah (1) merupakan proses dengan pertumbuhan dan kemajuan positif, (2) mencakup perubahan fisik dan non-fisik secara menyeluruh, dan (3) bertujuan akhir menyejahterakan warga bangsa. Paradigma pembangunan, yang didefinisikan oleh Guba (1990) sebagai seperangkat kepercayaan dasar yang menuntun tindakan, berfungsi sebagai kerangka pikir, tolok ukur, dan tujuan pembangunan. Terdapat dua paradigma utama: Pertama, paradigma dari atas (top-down), di mana pemerintah dan lembaga terkait menjadi pelaksana utama. Pendekatan ini seringkali hanya berdasarkan survei tanpa keterlibatan masyarakat secara berarti, memposisikan masyarakat sebagai objek. Kelemahannya adalah ketidakcocokan program dengan kebutuhan lokal dan potensi kegagalan. Kedua, paradigma dari bawah (bottom-up), yang berkembang sejak era demokratisasi tahun 1990-an. Paradigma ini melibatkan pemerintah dan masyarakat secara bersama-sama, memposisikan masyarakat sebagai subjek. Ini dicapai melalui 'forum komunikasi pembangunan' yang bertujuan memperluas pengetahuan dan mengubah perilaku masyarakat untuk mencapai kesejahteraan, sehingga dinilai lebih efektif. Selain paradigma, ada beberapa pendekatan pembangunan, salah satunya adalah Pembangunan Berwawasan Kependudukan (Population Based Development) yang berfokus pada pembangunan sumber daya manusia, partisipasi penduduk, dan peningkatan kualitas penduduk sebagai tujuan.;Istilah apa yang digunakan untuk menggambarkan perubahan yang mengarah pada keburukan?;C1-Mengingat
"Indonesia menjalin kerja sama internasional dalam tiga bentuk utama. Pertama, kerja sama bilateral, yaitu kerja sama individual dengan satu negara lain, contohnya Indonesia dengan Malaysia atau Amerika Serikat. Kedua, kerja sama regional, yaitu kerja sama berkelompok dengan negara-negara lain yang didasari aspek kewilayahan, seperti ASEAN dan AFTA. Ketiga, kerja sama multilateral, yaitu kerja sama berkelompok dengan negara-negara lain tanpa batasan wilayah tertentu, contohnya G20 dan WTO. Tujuan kerja sama regional dan multilateral adalah untuk meningkatkan ketahanan wilayah demi kepentingan nasional.

Salah satu contoh kerja sama bilateral yang menonjol adalah antara Indonesia dan Malaysia. Malaysia merupakan negara tetangga yang terbagi menjadi Malaysia Barat (Semenanjung) dan Malaysia Timur (Borneo), dipisahkan oleh Laut Tiongkok Selatan. Secara geografis, Malaysia beriklim tropis dengan suhu tahunan 24°−35°C dan musim kemarau pada Juni-September serta musim hujan pada Desember-Maret. Negara ini kaya akan sumber daya alam; sektor perkebunan menghasilkan karet, kelapa sawit, kakao, lada, dan tembakau, menjadikannya salah satu pengekspor terbesar karet dan minyak sawit dunia. Sektor pertambangan menghasilkan minyak bumi, gas alam, timah, tembaga, besi, batu bara, dan bauksit. Potensi pariwisatanya mencakup objek alam seperti Gunung Kinabalu dan objek buatan seperti Menara Kembar Petronas.

Kerja sama bilateral Indonesia-Malaysia terjalin di berbagai bidang. Di bidang ekonomi dan perdagangan, kerja sama meliputi: (1) Jasa, di mana lebih dari 1,1 juta Pekerja Migran Indonesia (PMI) legal bekerja di Malaysia; (2) Ekspor-impor, dengan total perdagangan bilateral mencapai US$11,50 miliar pada 2007, di mana komoditas impor utama Malaysia dari Indonesia adalah elektronika, komponen kendaraan, kakao, dan karet; (3) Investasi, dengan Malaysia menyumbang 18% dari total investasi asing di Indonesia, terutama di sektor infrastruktur, perumahan, telekomunikasi, asuransi, perbankan, dan penerbangan. Di bidang politik dan pertahanan, kerja sama diwujudkan melalui: (1) Konsultasi tahunan tingkat kepala pemerintahan; (2) Eminent Persons Group (EPG) yang membahas isu bahasa, dialog budaya, penanganan PMI ilegal, dan kerja sama UKM; (3) General Border Committee (GBC), yang merupakan wadah kerja sama spesifik di bidang militer-pertahanan.";Kerja sama Indonesia dalam kelompok G20 dan WTO tergolong dalam jenis kerja sama apa?;C1-Mengingat
"Pemanasan global adalah fenomena peningkatan suhu rata-rata permukaan bumi secara bertahap dan meluas, yang disebabkan oleh peningkatan konsentrasi gas-gas rumah kaca di atmosfer. Gejala yang dirasakan termasuk suhu udara yang lebih panas, mendorong penggunaan AC. Fenomena ini merupakan akibat dari 'efek rumah kaca', yaitu proses pemanasan permukaan bumi karena radiasi matahari terperangkap oleh gas rumah kaca. Gas-gas rumah kaca utama meliputi Karbon Dioksida (CO2), Metana (CH4), Nitrous Oksida (N2O), dan Uap Air (H2O), serta gas lain dalam jumlah kecil seperti Ozon (O3), Karbon Monoksida (CO), dan Hydrofluorocarbon (HFC). Peningkatan konsentrasi gas ini diperkuat oleh aktivitas manusia seperti pembakaran bahan bakar fosil (batu bara, minyak bumi, gas alam) untuk energi dan transportasi, deforestasi, pertanian intensif, dan industri. Proses pemanasan global terjadi melalui beberapa tahap: 1) Peningkatan emisi gas rumah kaca yang membentuk selimut penangkap panas di atmosfer; 2) Peningkatan konsentrasi gas tersebut dari waktu ke waktu; 3) Pemanasan bertahap permukaan bumi karena gas menyerap dan memancarkan kembali panas; 4) Perubahan siklus alami seperti pencairan es, naiknya permukaan laut, dan perubahan pola cuaca ekstrem. Sumber spesifik gas-gas tersebut antara lain: CO2 dari pembakaran bahan bakar fosil dan perubahan penggunaan lahan; CH4 (yang lebih kuat dari CO2) dari produksi gas alam, peternakan, dan sampah organik; N2O dari penggunaan pupuk sintetis dalam pertanian; dan H2O yang kadarnya dipengaruhi oleh aktivitas manusia secara tidak langsung. Dampak utama dari pemanasan global adalah perubahan iklim yang mengancam ekosistem dan kehidupan manusia.";Apa definisi dari pemanasan global menurut teks?;C1-Mengingat
"Perubahan iklim adalah perubahan signifikan dan jangka panjang pada suhu rata-rata, pola hujan, dan angin secara regional atau global, yang membuat pola cuaca menjadi kurang dapat diprediksi. Istilah ini dipopulerkan oleh Environmental Protection Agency (EPA) sekitar tahun 1980-an. Iklim berbeda dari cuaca; iklim adalah keadaan rata-rata cuaca dalam waktu lama (lebih dari 30 tahun) dan wilayah luas (misal: iklim tropis Indonesia), sedangkan cuaca adalah keadaan udara dalam waktu cepat dan area terbatas (misal: cuaca di Bukittinggi pada pagi hari). Fenomena perubahan iklim berdampak luas pada sektor ekologi, kesehatan, dan ekonomi, serta ditandai oleh beberapa gejala utama. Gejala-gejala tersebut meliputi: a) Peningkatan suhu udara rata-rata global, diperkirakan antara 1.5 hingga 4.5°C menurut IPCC (2021). b) Perubahan pola hujan yang menjadi tidak teratur. c) Peningkatan intensitas cuaca ekstrem seperti badai, topan, banjir, dan kekeringan. d) Pergeseran musim yang memengaruhi pola tanam dan migrasi hewan. e) Peningkatan pencemaran udara dan kerusakan ekosistem seperti pemutihan terumbu karang. f) Peningkatan permukaan air laut akibat mencairnya es di kutub dan pemuaian air laut, yang menyebabkan banjir pesisir. g) Peningkatan risiko penyakit menular dan dampak kesehatan lainnya. Dampak nyata dari perubahan iklim termasuk kebakaran hutan dan kenaikan permukaan air laut, yang berpotensi menenggelamkan 2.000 pulau di Indonesia pada tahun 2030 dan menghilangkan lahan pertanian produktif, dengan pulau Jawa menjadi yang paling rentan.";Apa definisi dari iklim menurut teks yang disajikan?;C1-Mengingat
Keberagaman budaya di Indonesia dipengaruhi oleh kondisi geografis dan keberadaan tokoh panutan yang tindakannya menjadi teladan, serupa dengan influencer modern. Tokoh-tokoh ini seringkali menjadi simbol perlawanan terhadap suatu isu, dan keteladanannya masih relevan hingga kini. Selain sejarah nasional, terdapat pula sejarah di tingkat lokal yang menyoroti perjuangan tokoh-tokoh daerah melawan bangsa asing. Dua contoh tokoh dari sejarah lokal adalah Sultan Nuku dari Maluku dan Ratu Kalinyamat dari Jepara. Sultan Nuku memimpin perlawanan di Maluku dan Papua akibat intervensi Belanda dalam suksesi takhta Kerajaan Tidore pada tahun 1780. Setelah Sultan Gaizira wafat, Belanda mengangkat Pata Alam sebagai sultan boneka, mengabaikan Nuku dan adiknya, Kamaluddin, yang lebih didukung rakyat. Hal ini memicu perlawanan, namun Belanda berhasil menangkap Kamaluddin. Sultan Nuku, yang memiliki relasi baik, melarikan diri ke Papua dan diangkat menjadi sultan oleh bangsa Papua, menjadikannya basis kekuatan. Nuku kemudian menyatukan kekuatan dengan raja-raja Papua dan menyerang Belanda. Upaya Pata Alam untuk menarik loyalitas raja-raja Papua gagal dan mereka justru memihak Nuku. Akibat kekacauan ini, Belanda menangkap Pata Alam dan mengangkat Kamaluddin sebagai sultan baru. Nuku terus memperkuat perjuangannya dengan menjalin aliansi dengan raja-raja lokal, Inggris di Benggala, serta mencari bantuan ke Banjarmasin. Meskipun mengalami pasang surut, kegigihan Nuku membuahkan hasil. Pada tahun 1794, ia mendapat dukungan signifikan dari Inggris dan rakyat Tidore. Dengan kekuatan gabungan, ia berhasil menduduki Tidore pada tahun 1979, memaksa Sultan Kamaluddin melarikan diri. Nuku akhirnya diakui secara resmi sebagai Sultan Tidore dan berhasil membawa kedamaian di Maluku dan Papua hingga wafatnya pada 14 November 1805. Kegigihannya dan kemampuannya menyatukan kekuatan multikultur menjadi kunci kesuksesannya. Ratu Kalinyamat, yang memiliki nama kecil Retna Kencana, adalah putri Sultan Trenggana dari Kerajaan Demak. Setelah menikah dengan Raden Toyib (Sultan Hadlirin), ia memerintah di Kalinyamat, Jepara. Konflik muncul setelah wafatnya Sultan Trenggana, ketika Arya Penangsang membunuh Sunan Prawata untuk merebut takhta. Dalam perjalanan pulang setelah menuntut keadilan, suami Ratu Kalinyamat, Sultan Hadlirin, juga dibunuh oleh utusan Arya Penangsang. Diliputi duka, Ratu Kalinyamat meninggalkan kemewahan keraton dan bertapa di Gunung Danaraja. Ia bersumpah akan memberikan seluruh harta dan kekuasaannya kepada siapa pun yang berhasil membunuh Arya Penangsang. Sumpah ini dipenuhi setelah Sultan Hadiwijaya dan para pembantunya mengalahkan Arya Penangsang. Setelah itu, Ratu Kalinyamat kembali ke takhta dan menjadi penguasa wanita yang sangat berpengaruh di pesisir utara Jawa sejak tahun 1549, dengan wilayah kekuasaan meliputi Jepara, Pati, Juana, dan Rembang. Di bawah kepemimpinannya, Jepara berkembang pesat menjadi pusat pelayaran dan perdagangan yang strategis, didukung oleh pelabuhan yang aman dan angkatan laut yang kuat. Ia juga menjalin kerja sama dengan penguasa lain seperti di Maluku, Cirebon, Tuban, Johor, dan Banten.;Negara Eropa manakah yang menjadi musuh utama Sultan Nuku dalam perebutan takhta Tidore?;C1-Mengingat
Era Reformasi mengamanatkan UUD 1945 untuk mengalokasikan minimal 20% anggaran negara (APBN) bagi sektor pendidikan. Fokus utama kebijakan ini adalah pemerataan akses, terutama melalui program Wajib Belajar (Wajar) 9 tahun (SD-SMP). Untuk mendukung program tersebut, pemerintah meluncurkan Bantuan Operasional Sekolah (BOS) yang memberikan dana langsung ke sekolah untuk meringankan biaya pendidikan dasar. Akses ke Perguruan Tinggi (PT) juga dibuka melalui program Bidikmisi (beasiswa bagi mahasiswa tidak mampu) dan Kartu Indonesia Pintar (KIP). Dampak dari kebijakan ini adalah peningkatan Angka Partisipasi Kasar (APK) di semua jenjang (SD, SMP, SMA, PT). Selain akses, pemerintah juga berfokus pada kualitas melalui perubahan kurikulum yang dinamis, seperti Kurikulum Berbasis Kompetensi (KBK), Kurikulum Tingkat Satuan Pendidikan (KTSP), dan Kurikulum 2013 (K-13).;Apa nama program bantuan yang memberikan dana langsung ke sekolah dasar dan menengah?;C1-Mengingat
"Pemanasan global adalah fenomena peningkatan suhu rata-rata permukaan bumi secara bertahap dan meluas, yang disebabkan oleh peningkatan konsentrasi gas-gas rumah kaca di atmosfer. Gejala yang dirasakan termasuk suhu udara yang lebih panas, mendorong penggunaan AC. Fenomena ini merupakan akibat dari 'efek rumah kaca', yaitu proses pemanasan permukaan bumi karena radiasi matahari terperangkap oleh gas rumah kaca. Gas-gas rumah kaca utama meliputi Karbon Dioksida (CO2), Metana (CH4), Nitrous Oksida (N2O), dan Uap Air (H2O), serta gas lain dalam jumlah kecil seperti Ozon (O3), Karbon Monoksida (CO), dan Hydrofluorocarbon (HFC). Peningkatan konsentrasi gas ini diperkuat oleh aktivitas manusia seperti pembakaran bahan bakar fosil (batu bara, minyak bumi, gas alam) untuk energi dan transportasi, deforestasi, pertanian intensif, dan industri. Proses pemanasan global terjadi melalui beberapa tahap: 1) Peningkatan emisi gas rumah kaca yang membentuk selimut penangkap panas di atmosfer; 2) Peningkatan konsentrasi gas tersebut dari waktu ke waktu; 3) Pemanasan bertahap permukaan bumi karena gas menyerap dan memancarkan kembali panas; 4) Perubahan siklus alami seperti pencairan es, naiknya permukaan laut, dan perubahan pola cuaca ekstrem. Sumber spesifik gas-gas tersebut antara lain: CO2 dari pembakaran bahan bakar fosil dan perubahan penggunaan lahan; CH4 (yang lebih kuat dari CO2) dari produksi gas alam, peternakan, dan sampah organik; N2O dari penggunaan pupuk sintetis dalam pertanian; dan H2O yang kadarnya dipengaruhi oleh aktivitas manusia secara tidak langsung. Dampak utama dari pemanasan global adalah perubahan iklim yang mengancam ekosistem dan kehidupan manusia.";Aktivitas manusia apa yang menjadi sumber utama emisi Karbon Dioksida (CO2)?;C1-Mengingat
Pertumbuhan ekonomi adalah peningkatan produksi barang dan jasa dalam perekonomian suatu negara dari waktu ke waktu, yang menjadi indikator peningkatan output nasional. Indikator utamanya adalah perubahan total PDB atau PNB. Laju pertumbuhan ekonomi dihitung sebagai persentase kenaikan PDB riil pada tahun tertentu (PDB_t) dibandingkan dengan tahun sebelumnya (PDB_{t-1}). Fluktuasi pertumbuhan ini dipelajari melalui berbagai teori. Teori Klasik (Adam Smith, David Ricardo) berfokus pada pembagian kerja dan akumulasi modal. Teori Harrod-Domar menekankan pentingnya tabungan dan investasi, di mana pertumbuhan berbanding lurus dengan rasio tabungan dan berbanding terbalik dengan rasio capital-output. Teori Schumpeter menyoroti peran sentral inovasi yang dilakukan oleh wirausahawan (entrepreneur) sebagai motor penggerak pertumbuhan. Terakhir, Teori Pertumbuhan Endogen (Romer) menjelaskan bahwa kemakmuran dipengaruhi oleh faktor internal seperti investasi pada sumber daya manusia dan teknologi, yang dapat mempercepat pertumbuhan.;Siapa dua tokoh yang disebutkan dalam Teori Klasik?;C1-Mengingat
Pertumbuhan ekonomi didefinisikan sebagai peningkatan produksi barang dan jasa yang dihasilkan oleh suatu negara dari waktu ke waktu. Kegiatan produksi menjadi penting karena selain bertujuan mencari keuntungan, juga untuk memenuhi kebutuhan hidup manusia, di mana tingkat produksi yang tinggi berkorelasi dengan pertumbuhan ekonomi yang tinggi. Indikator utama untuk mengukur pertumbuhan ekonomi adalah peningkatan total output negara, yang secara spesifik diukur menggunakan Produk Domestik Bruto (PDB) riil atau Produk Nasional Bruto (PNB). PDB adalah nilai total dari semua barang dan jasa akhir yang diproduksi oleh masyarakat di suatu negara selama periode waktu tertentu, sehingga peningkatan PDB menandakan adanya pertumbuhan ekonomi. Salah satu metrik penting adalah laju pertumbuhan ekonomi, yang dihitung untuk mengetahui persentase peningkatan output dari tahun ke tahun. Rumus untuk menghitung laju pertumbuhan ekonomi adalah: Laju Pertumbuhan Ekonomi = ((PDBt - PDBt-1) / PDBt-1) x 100%. Dalam rumus ini, PDBt adalah PDB riil pada tahun berjalan (tahun yang dihitung), dan PDBt-1 adalah PDB riil pada tahun sebelumnya. Sebagai contoh, jika PDB riil Indonesia tahun 2017 (PDBt-1) adalah Rp13.588,8 triliun dan PDB riil tahun 2018 (PDBt) adalah Rp14.837,4 triliun, maka laju pertumbuhan ekonomi tahun 2018 adalah ((14.837,4 - 13.588,8) / 13.588,8) x 100% = 9,18%. Terdapat berbagai teori yang menjelaskan faktor-faktor pendorong pertumbuhan ekonomi. Di antaranya adalah Teori Klasik (oleh Adam Smith dan David Ricardo) yang menekankan pentingnya pembagian kerja, akumulasi modal, perdagangan internasional, usaha bebas individu, dan kepemilikan pribadi. Teori lainnya adalah Teori Harrod-Domar, yang dikembangkan oleh Roy Harrod dan Evsey Domar, yang menyoroti peran krusial tabungan dan investasi sebagai kunci untuk mengembangkan perekonomian.;Apa definisi dari pertumbuhan ekonomi?;C1-Mengingat
