source,target,relation,weight
status sosial,status yang diperoleh melalui kelahiran,peer,1
status sosial,q_b172846220,has_question,1
status sosial,peran sosial,successor,8
status sosial,jenis status sosial,peer,1
status sosial,q_27e25160ad,has_question,1
status sosial,jenis-jenis status sosial,successor,1
status sosial,hubungan status dan peran,peer,1
status sosial,konflik peran,prerequisite,2
status sosial,ketegangan peran,prerequisite,1
status sosial,q_112e153ac8,has_question,1
status sosial,kumpulan status,peer,1
status sosial,q_e41dc6eab6,has_question,1
status sosial,status yang melekat,peer,1
status sosial,assigned status,peer,4
status sosial,q_91f2acf665,has_question,1
status sosial,perubahan status sosial,successor,2
status sosial,status yang diperoleh,peer,2
status sosial,prestise sosial,peer,3
status sosial,q_d0219a87f1,has_question,1
status sosial,perilaku konsumen,successor,1
status sosial,konsumsi,peer,1
status sosial,faktor eksternal,peer,1
status sosial,kebudayaan,peer,1
status sosial,q_f4281ce2f0,has_question,1
status sosial,dampak status sosial dalam masyarakat,successor,1
status sosial,achieved status,peer,3
status sosial,q_813b9673ee,has_question,1
status sosial,status yang diberikan,peer,1
status sosial,q_8f0105dbcd,has_question,1
status sosial,stratifikasi sosial,successor,2
status sosial,marginalisasi sosial,peer,1
status sosial,q_6dabda8e75,has_question,1
status sosial,status yang diberikan (assigned status),peer,1
status sosial,status yang dicapai (achieved status),peer,1
status sosial,q_2391eefacb,has_question,1
status sosial,ascribed status,prerequisite,2
status sosial,q_7d83cd92e9,has_question,1
status sosial,dinamika perubahan peran sosial,successor,1
status yang diperoleh melalui kelahiran,q_04cc0a188e,has_question,1
status yang diperoleh melalui kelahiran,status yang diperoleh melalui pencapaian,successor,1
status yang diperoleh melalui kelahiran,status sosial,peer,1
interaksi sosial,status sosial,prerequisite,3
interaksi sosial,status yang diperoleh melalui kelahiran,prerequisite,1
interaksi sosial,jenis status sosial,prerequisite,1
interaksi sosial,q_f83a4f5e3c,has_question,1
interaksi sosial,jenis-jenis interaksi sosial,successor,1
interaksi sosial,kontak sosial,peer,2
interaksi sosial,komunikasi,peer,2
interaksi sosial,q_09eae0dee7,has_question,1
interaksi sosial,bentuk-bentuk interaksi sosial,successor,1
interaksi sosial,kumpulan status,prerequisite,1
interaksi sosial,q_6156fae71d,has_question,1
interaksi sosial,perancangan metode penelitian,successor,1
interaksi sosial,penelitian sosial,peer,1
interaksi sosial,dampak gawai,peer,1
interaksi sosial,pertanyaan penelitian,peer,1
interaksi sosial,q_f8d546a592,has_question,1
interaksi sosial,diferensiasi sosial,successor,1
interaksi sosial,akulturasi,peer,2
interaksi sosial,asimilasi,peer,1
interaksi sosial,q_05eb14de44,has_question,1
interaksi sosial,teori tindakan sosial,successor,1
interaksi sosial,tindakan rasional nilai,peer,1
interaksi sosial,tindakan tradisional,peer,1
interaksi sosial,q_e2610f7ff7,has_question,1
interaksi sosial,proses eskalasi konflik,successor,1
interaksi sosial,kontravensi,peer,1
interaksi sosial,pertentangan,peer,1
interaksi sosial,konflik,peer,1
interaksi sosial,q_36ace9ba5a,has_question,1
interaksi sosial,dinamika kelompok sosial,successor,1
interaksi sosial,interaksi disosiatif,peer,1
interaksi sosial,kerja sama tim,peer,1
interaksi sosial,persaingan,peer,1
interaksi sosial,q_9fcee13c9c,has_question,1
interaksi sosial,dinamika perubahan sosial,successor,1
interaksi sosial,interaksi sosial disosiatif,peer,1
interaksi sosial,dampak sosial,peer,1
interaksi sosial,dampak akulturasi,prerequisite,1
interaksi sosial,kelestarian budaya lokal,prerequisite,1
interaksi sosial,q_d7e47e35ea,has_question,1
interaksi sosial,implementasi aturan sosial,successor,1
interaksi sosial,sportivitas,peer,1
interaksi sosial,manajemen konflik,peer,1
interaksi sosial,perancangan aturan,peer,1
ketahanan wilayah,komponen penentu ketahanan wilayah,has_subtopic,1
ketahanan wilayah,faktor penentu ketahanan wilayah,has_subtopic,1
ketahanan wilayah,q_8d742f8f44,has_question,1
ketahanan wilayah,strategi peningkatan ketahanan wilayah,successor,3
ketahanan wilayah,kualitas penduduk,peer,1
ketahanan wilayah,sumber daya manusia,peer,1
ketahanan wilayah,ancaman dan gangguan,peer,1
ketahanan wilayah,pencapaian ketahanan wilayah,has_subtopic,1
ketahanan wilayah,q_f2d38c3de1,has_question,1
ketahanan wilayah,pengembangan strategi ketahanan nasional,successor,1
ketahanan wilayah,kerja sama antarwilayah,peer,1
ketahanan wilayah,pemanfaatan potensi daerah,peer,1
ketahanan wilayah,aspek penentu ketahanan wilayah,has_subtopic,1
ketahanan wilayah,q_f9df6c3d57,has_question,1
ketahanan wilayah,stabilitas kawasan,peer,1
ketahanan wilayah,lapangan kerja,peer,1
ketahanan wilayah,aspek keamanan dan ekonomi,peer,1
ketahanan wilayah,pengaturan kerja sama daerah,has_subtopic,1
ketahanan wilayah,q_0d9ebc991b,has_question,1
ketahanan wilayah,kerja sama impor pangan,peer,1
ketahanan wilayah,stabilitas ketersediaan kebutuhan,peer,1
ketahanan wilayah,potensi kelemahan strategi,peer,1
ketahanan wilayah,q_f64437d9cc,has_question,1
ketahanan wilayah,implementasi kebijakan ketahanan daerah,successor,1
ketahanan wilayah,stabilitas ketersediaan kebutuhan penduduk,peer,1
ketahanan wilayah,kerja sama antarprovinsi,peer,1
ketahanan wilayah,penguatan ketahanan nasional,peer,1
komponen penentu ketahanan wilayah,infrastruktur fisik,has_concept,1
komponen penentu ketahanan wilayah,infrastruktur nonfisik,has_concept,1
infrastruktur fisik,q_86cb1fb61e,has_question,1
infrastruktur fisik,pemanfaatan potensi daerah,successor,1
infrastruktur fisik,infrastruktur nonfisik,peer,1
infrastruktur nonfisik,q_86cb1fb61e,has_question,1
infrastruktur nonfisik,pemanfaatan potensi daerah,successor,1
infrastruktur nonfisik,infrastruktur fisik,peer,1
ketahanan nasional,infrastruktur fisik,prerequisite,1
ketahanan nasional,infrastruktur nonfisik,prerequisite,1
ketahanan nasional,ketahanan wilayah dan pangan,has_subtopic,1
ketahanan nasional,strategi penguatan ketahanan wilayah,has_subtopic,1
pemanfaatan potensi daerah,q_f2d38c3de1,has_question,1
pemanfaatan potensi daerah,pengembangan strategi ketahanan nasional,successor,1
pemanfaatan potensi daerah,ketahanan wilayah,peer,1
pemanfaatan potensi daerah,kerja sama antarwilayah,peer,1
sosiologi,konsep dasar masalah sosial,has_subtopic,1
sosiologi,perubahan sosial dan mobilitas,has_subtopic,1
sosiologi,stratifikasi dan struktur sosial,has_subtopic,1
sosiologi,konsep dasar budaya dan masyarakat,has_subtopic,1
sosiologi,teori konflik sosial,has_subtopic,1
sosiologi,konsep harmoni sosial masyarakat,has_subtopic,1
sosiologi,konsep dasar lembaga sosial,has_subtopic,1
sosiologi,konsep perubahan sosial,has_subtopic,2
sosiologi,konsep diferensiasi sosial budaya,has_subtopic,1
sosiologi,diferensiasi sosial budaya,has_subtopic,7
sosiologi,perspektif dalam masalah sosial,has_subtopic,1
sosiologi,sumber konflik sosial,has_subtopic,1
sosiologi,konsep kemiskinan dan modal budaya,has_subtopic,1
sosiologi,syarat terjadinya interaksi sosial,has_subtopic,1
sosiologi,konsep dasar interaksi sosial,has_subtopic,1
sosiologi,teori perubahan sosial,has_subtopic,2
sosiologi,konsep stratifikasi sosial,has_subtopic,1
sosiologi,teori kemiskinan dan ketimpangan,has_subtopic,1
sosiologi,konsep struktur sosial,has_subtopic,1
sosiologi,stratifikasi sosial dan lapisan sosial,has_subtopic,1
sosiologi,dampak perubahan sosial,has_subtopic,2
sosiologi,konsep struktur sosial masyarakat,has_subtopic,1
sosiologi,jenis-jenis interaksi sosial,has_subtopic,2
sosiologi,konsep status sosial,has_subtopic,1
sosiologi,konsep tindakan sosial,has_subtopic,1
sosiologi,bentuk interaksi sosial,has_subtopic,2
sosiologi,konsep dasar komunitas sosial,has_subtopic,1
sosiologi,jenis-jenis tindakan sosial,has_subtopic,1
sosiologi,konsep masalah sosial,has_subtopic,1
sosiologi,perspektif teori sosial,has_subtopic,1
sosiologi,perspektif sosiologi dan penerapannya,has_subtopic,1
sosiologi,penelitian masalah sosial,has_subtopic,1
sosiologi,status dan peran sosial,has_subtopic,1
sosiologi,lembaga sosial dan norma,has_subtopic,1
sosiologi,perubahan sosial masyarakat,has_subtopic,1
konsep dasar masalah sosial,bullying,has_concept,1
konsep dasar masalah sosial,gejala awal,has_concept,1
bullying,q_4a73124312,has_question,1
bullying,analisis masalah sosial,successor,1
bullying,gejala awal,peer,1
bullying,q_13cb36b1cf,has_question,1
bullying,analisis data kualitatif/kuantitatif,successor,1
bullying,metode penelitian sosial,peer,1
bullying,pengembangan instrumen survei,peer,1
gejala awal,q_4a73124312,has_question,1
gejala awal,analisis masalah sosial,successor,1
gejala awal,bullying,peer,1
analisis masalah sosial,harmoni sosial,prerequisite,1
analisis masalah sosial,identifikasi gejala sosial,prerequisite,1
analisis masalah sosial,keahlian desain grafis,prerequisite,1
analisis masalah sosial,pencegahan hoaks,prerequisite,1
sejarah indonesia,sistem pemerintahan masa orde lama,has_subtopic,1
sejarah indonesia,perkembangan nasionalisme indonesia,has_subtopic,2
sejarah indonesia,pendudukan jepang di indonesia,has_subtopic,4
sejarah indonesia,keruntuhan orde baru,has_subtopic,2
sejarah indonesia,peristiwa pasca proklamasi kemerdekaan,has_subtopic,1
sejarah indonesia,perubahan corak perjuangan bangsa,has_subtopic,1
sejarah indonesia,era reformasi pasca soeharto,has_subtopic,3
sejarah indonesia,pemberontakan ideologis di indonesia,has_subtopic,1
sejarah indonesia,kondisi politik orde lama,has_subtopic,2
sejarah indonesia,faktor pemicu kolonialisme eropa,has_subtopic,1
sejarah indonesia,pergerakan nasional indonesia,has_subtopic,1
sejarah indonesia,konferensi meja bundar dan ris,has_subtopic,1
sejarah indonesia,pemberontakan di luar jawa,has_subtopic,1
sejarah indonesia,pembentukan negara pasca proklamasi,has_subtopic,4
sejarah indonesia,periode orde lama indonesia,has_subtopic,1
sejarah indonesia,era demokrasi liberal 1950-an,has_subtopic,1
sejarah indonesia,dampak pendudukan jepang,has_subtopic,10
sejarah indonesia,kebijakan orde baru indonesia,has_subtopic,1
sejarah indonesia,perkembangan pers era reformasi,has_subtopic,1
sejarah indonesia,perubahan politik era reformasi,has_subtopic,1
sejarah indonesia,tokoh dan konflik kerajaan demak,has_subtopic,1
sejarah indonesia,perjuangan tokoh lokal,has_subtopic,8
sejarah indonesia,proklamasi kemerdekaan indonesia,has_subtopic,3
sejarah indonesia,perlawanan terhadap kolonialisme,has_subtopic,3
sejarah indonesia,peran tokoh dalam revolusi nasional,has_subtopic,1
sejarah indonesia,pembentukan struktur negara awal,has_subtopic,5
sejarah indonesia,era reformasi dan pemilu 1999,has_subtopic,1
sejarah indonesia,perumusan proklamasi kemerdekaan,has_subtopic,1
sejarah indonesia,konsep orde baru dan dwifungsi abri,has_subtopic,1
sejarah indonesia,penyebab keruntuhan orde baru,has_subtopic,3
sejarah indonesia,era demokrasi liberal dan konflik daerah,has_subtopic,2
sejarah indonesia,fokus pembangunan orde lama,has_subtopic,1
sejarah indonesia,kedatangan pasukan sekutu di indonesia,has_subtopic,1
sejarah indonesia,keruntuhan orde baru dan krisis,has_subtopic,2
sejarah indonesia,reformasi dan kebebasan pers,has_subtopic,1
sejarah indonesia,keruntuhan orde baru dan reformasi,has_subtopic,1
sejarah indonesia,gerakan mahasiswa orde baru,has_subtopic,1
sejarah indonesia,perjuangan kemerdekaan indonesia,has_subtopic,7
sejarah indonesia,perkembangan media era reformasi,has_subtopic,1
sejarah indonesia,periode demokrasi parlementer,has_subtopic,1
sejarah indonesia,kekalahan jepang dan proklamasi,has_subtopic,1
sejarah indonesia,kebijakan pembangunan orde baru,has_subtopic,1
sejarah indonesia,pendudukan jepang dan eksploitasi tenaga kerja,has_subtopic,1
sejarah indonesia,sistem pemerintahan orde lama,has_subtopic,1
sejarah indonesia,perlawanan terhadap pendudukan jepang,has_subtopic,1
sejarah indonesia,krisis ekonomi dan politik 1997,has_subtopic,1
sejarah indonesia,perkembangan ekonomi masa sukarno,has_subtopic,1
sejarah indonesia,era reformasi dan kebijakan habibie,has_subtopic,2
sejarah indonesia,dampak politik pendudukan jepang,has_subtopic,1
sejarah indonesia,kekosongan kekuasaan pasca proklamasi,has_subtopic,1
sejarah indonesia,perbandingan kepemimpinan tokoh lokal,has_subtopic,1
sejarah indonesia,pemberontakan dan konflik daerah,has_subtopic,1
sejarah indonesia,periode orde lama dan dampaknya,has_subtopic,1
sejarah indonesia,dampak pendudukan jepang dan belanda,has_subtopic,1
sejarah indonesia,politik etis dan dampaknya,has_subtopic,1
sejarah indonesia,ancaman disintegrasi negara,has_subtopic,1
sejarah indonesia,pemberontakan dan konflik politik,has_subtopic,1
sejarah indonesia,periode orde lama dan pembangunan,has_subtopic,1
sejarah indonesia,pergerakan nasional dan politik etis,has_subtopic,1
sejarah indonesia,pemberontakan daerah era demokrasi liberal,has_subtopic,1
sejarah indonesia,pengaruh geografis terhadap kolonialisme,has_subtopic,1
sejarah indonesia,warisan budaya hindu-buddha,has_subtopic,1
sejarah indonesia,peristiwa menjelang proklamasi kemerdekaan,has_subtopic,1
sistem pemerintahan masa orde lama,sistem pemerintahan indonesia,has_concept,1
sistem pemerintahan masa orde lama,periode orde lama,has_concept,1
sistem pemerintahan masa orde lama,dekrit presiden 1959,has_concept,1
sistem pemerintahan indonesia,q_5b01985820,has_question,1
sistem pemerintahan indonesia,periode orde baru,successor,1
sistem pemerintahan indonesia,periode orde lama,peer,1
sistem pemerintahan indonesia,dekrit presiden 1959,peer,1
periode orde lama,q_5b01985820,has_question,1
periode orde lama,periode orde baru,successor,1
periode orde lama,sistem pemerintahan indonesia,peer,1
periode orde lama,dekrit presiden 1959,peer,1
periode orde lama,kondisi keamanan internal,prerequisite,1
periode orde lama,pembangunan nasional,prerequisite,1
periode orde lama,peristiwa besar tahun 1955,prerequisite,1
dekrit presiden 1959,q_5b01985820,has_question,1
dekrit presiden 1959,periode orde baru,successor,1
dekrit presiden 1959,sistem pemerintahan indonesia,peer,1
dekrit presiden 1959,periode orde lama,peer,1
proklamasi kemerdekaan 1945,sistem pemerintahan indonesia,prerequisite,1
proklamasi kemerdekaan 1945,periode orde lama,prerequisite,1
proklamasi kemerdekaan 1945,dekrit presiden 1959,prerequisite,1
proklamasi kemerdekaan 1945,orde lama,prerequisite,1
proklamasi kemerdekaan 1945,konflik keamanan negara,prerequisite,1
proklamasi kemerdekaan 1945,stabilitas politik,prerequisite,1
proklamasi kemerdekaan 1945,presiden orde lama,prerequisite,1
proklamasi kemerdekaan 1945,masa orde lama,prerequisite,1
proklamasi kemerdekaan 1945,ppki,prerequisite,1
proklamasi kemerdekaan 1945,pembentukan badan keamanan lokal,prerequisite,1
proklamasi kemerdekaan 1945,sidang ppki i,prerequisite,1
proklamasi kemerdekaan 1945,pengesahan uud 1945,prerequisite,1
proklamasi kemerdekaan 1945,konstitusi negara,prerequisite,1
proklamasi kemerdekaan 1945,implikasi kegagalan,prerequisite,1
reformasi pemerintahan,reformasi birokrasi dan bumn,has_subtopic,1
reformasi pemerintahan,kritik terhadap birokrasi orde baru,has_subtopic,1
reformasi pemerintahan,kebijakan badan usaha milik negara,has_subtopic,1
reformasi pemerintahan,strategi pendanaan anggaran negara,has_subtopic,1
reformasi pemerintahan,perubahan birokrasi dan tata kelola,has_subtopic,1
reformasi pemerintahan,perubahan budaya birokrasi,has_subtopic,1
reformasi pemerintahan,percepatan reformasi birokrasi,has_subtopic,1
reformasi birokrasi dan bumn,reformasi birokrasi,has_concept,1
reformasi birokrasi dan bumn,birokrasi patrimonial,has_concept,1
reformasi birokrasi dan bumn,sistem merit,has_concept,1
reformasi birokrasi dan bumn,bumn,has_concept,1
reformasi birokrasi,q_ea2be250d6,has_question,1
reformasi birokrasi,implementasi reformasi birokrasi,successor,1
reformasi birokrasi,birokrasi patrimonial,peer,4
reformasi birokrasi,sistem merit,peer,3
reformasi birokrasi,bumn,peer,2
reformasi birokrasi,q_2e7f8db7f6,has_question,1
reformasi birokrasi,dampak privatisasi terhadap efisiensi ekonomi,successor,1
reformasi birokrasi,privatisasi,peer,1
reformasi birokrasi,dana segar apbn,peer,1
reformasi birokrasi,q_37556c84fa,has_question,1
