id,type,label,bloom_level,difficulty,frequency
q_1f2bfd8923,question,Apa kepanjangan dari PDB dan apa yang diukurnya?,C1-Mengingat,1.0,
definisi produksi,concept,Definisi Produksi,,,
faktor-faktor yang mempengaruhi pertumbuhan ekonomi,concept,Faktor-faktor yang mempengaruhi pertumbuhan ekonomi,,,
ekonomi tenaga kerja,topic_coarse,Ekonomi Tenaga Kerja,,,
definisi dan jenis pengangguran,topic_fine,Definisi dan Jenis Pengangguran,,,
pengangguran,concept,Pengangguran,C5-Mengevaluasi,5.0,9.0
angkatan kerja,concept,Angkatan Kerja,C2-Memahami,2.0,5.0
pengangguran terbuka,concept,Pengangguran Terbuka,C3-Menerapkan,3.0,4.0
pengangguran setengah menganggur,concept,Pengangguran Setengah Menganggur,C1-Mengingat,1.0,1.0
q_3eb1e79935,question,Apa definisi pengangguran menurut konteks tersebut?,C1-Mengingat,1.0,
klasifikasi pengangguran,concept,Klasifikasi Pengangguran,,,
pembagian zona waktu indonesia,topic_fine,Pembagian Zona Waktu Indonesia,,,
keputusan presiden nomor 41 tahun 1987,concept,Keputusan Presiden Nomor 41 Tahun 1987,C1-Mengingat,1.0,1.0
zona waktu indonesia,concept,Zona Waktu Indonesia,C6-Mencipta,5.0,3.0
q_ad9d8b4ebe,question,"Berdasarkan Keputusan Presiden Nomor 41 Tahun 1987, ada berapa zona waktu yang ditetapkan di Indonesia?",C1-Mengingat,1.0,
konsep zona waktu,concept,Konsep Zona Waktu,,,
pengaruh zona waktu terhadap aktivitas sosial,concept,Pengaruh Zona Waktu terhadap Aktivitas Sosial,,,
sejarah ekonomi,topic_coarse,Sejarah Ekonomi,,,
asal usul uang kertas,topic_fine,Asal Usul Uang Kertas,,,
jiaozi,concept,Jiaozi,C1-Mengingat,1.0,1.0
uang kertas tertua,concept,Uang Kertas Tertua,C1-Mengingat,1.0,1.0
dinasti tiongkok,concept,Dinasti Tiongkok,C1-Mengingat,1.0,1.0
q_217259097f,question,"Pada era dinasti apa dan di negara mana uang kertas tertua di dunia, Jiaozi, pertama kali beredar?",C1-Mengingat,1.0,
sistem barter,concept,Sistem Barter,C6-Mencipta,5.0,9.0
perkembangan sistem moneter,concept,Perkembangan Sistem Moneter,,,
pendidikan dan pembelajaran,topic_coarse,Pendidikan dan Pembelajaran,,,
kemampuan dasar aksara,topic_fine,Kemampuan Dasar Aksara,,,
kemampuan aksara,concept,Kemampuan aksara,C1-Mengingat,1.0,1.0
tiga kemampuan dasar,concept,Tiga kemampuan dasar,C1-Mengingat,1.0,1.0
q_de5416af06,question,Apa tiga kemampuan dasar yang termasuk dalam kemampuan aksara?,C1-Mengingat,1.0,
pengembangan kemampuan aksara,concept,Pengembangan kemampuan aksara,,,
teori konflik sosial,topic_fine,Teori Konflik Sosial,,,
konflik sosial,concept,Konflik sosial,C6-Mencipta,5.0,14.0
pertentangan kelas,concept,Pertentangan Kelas,C1-Mengingat,1.0,1.0
borjuis,concept,Borjuis,C1-Mengingat,1.0,1.0
proletar,concept,Proletar,C1-Mengingat,1.0,1.0
q_76d7aea646,question,Siapakah tokoh sosiologi yang memandang konflik sebagai pertentangan kelas antara kaum borjuis dan proletar?,C1-Mengingat,1.0,
konsep dasar sosiologi,concept,Konsep Dasar Sosiologi,,,
teori fungsionalisme,concept,Teori Fungsionalisme,,,
era reformasi pasca soeharto,topic_fine,Era Reformasi Pasca Soeharto,,,
kabinet reformasi pembangunan,concept,Kabinet Reformasi Pembangunan,C1-Mengingat,1.0,1.0
b.j. habibie,concept,B.J. Habibie,C5-Mengevaluasi,5.0,3.0
q_1d2c457d27,question,Apa nama kabinet yang dipimpin oleh B.J. Habibie?,C1-Mengingat,1.0,
lengsernya soeharto,concept,Lengsernya Soeharto,,,
tap mpr no. xi/1998,concept,Tap MPR No. XI/1998,,,
tahapan penelitian sejarah,topic_fine,Tahapan penelitian sejarah,C5-Mengevaluasi,5.0,1.0
heuristik,concept,Heuristik,C1-Mengingat,1.0,1.0
penelitian sejarah,concept,Penelitian Sejarah,C3-Menerapkan,3.0,3.0
louis gottschalk,concept,Louis Gottschalk,C1-Mengingat,1.0,1.0
q_3f17acc1b8,question,Apakah definisi dari Heuristik dalam konteks penelitian sejarah?,C1-Mengingat,1.0,
kritik sumber,concept,Kritik Sumber,,,
penelitian berbasis pemecahan konflik,topic_fine,Penelitian berbasis pemecahan konflik,C6-Mencipta,5.0,5.0
identifikasi komponen konflik,concept,Identifikasi Komponen Konflik,C6-Mencipta,5.0,5.0
pengumpulan data,concept,Pengumpulan Data,C6-Mencipta,5.0,2.0
q_ca2c238427,question,Sebutkan dua teknik pengumpulan data yang dijelaskan dalam penelitian berbasis pemecahan konflik!,C1-Mengingat,1.0,
konsep konflik sosial,concept,Konsep Konflik Sosial,,,
analisis data konflik,concept,Analisis Data Konflik,,,
sejarah islam,topic_coarse,Sejarah Islam,,,
konsep jihad dan perang suci,topic_fine,Konsep Jihad dan Perang Suci,,,
fadha’il al-jihad,concept,Fadha’il al-Jihad,C4-Menganalisis,4.0,2.0
kewajiban perang suci,concept,Kewajiban Perang Suci,C1-Mengingat,1.0,1.0
penjajahan,concept,Penjajahan,C5-Mengevaluasi,5.0,2.0
q_56a733e460,question,Siapakah tokoh yang menulis kitab 'Fadha’il al-Jihad' yang berisi tentang kewajiban perang suci melawan penjajah?,C1-Mengingat,1.0,
perkembangan pemikiran politik islam,concept,Perkembangan Pemikiran Politik Islam,,,
pembangunan wilayah,topic_coarse,Pembangunan Wilayah,C1-Mengingat,1.0,1.0
peran masyarakat dalam pembangunan,topic_fine,Peran Masyarakat dalam Pembangunan,,,
kesejahteraan ekonomi,concept,Kesejahteraan Ekonomi,C5-Mengevaluasi,5.0,3.0
partisipasi masyarakat,concept,Partisipasi Masyarakat,C5-Mengevaluasi,5.0,3.0
q_a189a4ebdb,question,"Menurut teks, konsep Society 5.0 diusung oleh negara mana?",C1-Mengingat,1.0,
implementasi kebijakan pembangunan,concept,Implementasi Kebijakan Pembangunan,,,
isu sosial global,topic_coarse,Isu Sosial Global,,,
strategi mengatasi dampak globalisasi,topic_fine,Strategi Mengatasi Dampak Globalisasi,,,
nasionalisme,concept,Nasionalisme,C6-Mencipta,5.0,9.0
tantangan global,concept,Tantangan Global,C1-Mengingat,1.0,1.0
perpecahan sosial,concept,Perpecahan Sosial,C5-Mengevaluasi,5.0,2.0
q_bd1fb54f1d,question,"Menurut teks, apa perbedaan utama antara kewirausahaan biasa dengan kewirausahaan sosial?",C1-Mengingat,1.0,
sejarah dunia,topic_coarse,Sejarah Dunia,,,
penjelajahan samudra dan kolonialisme,topic_fine,Penjelajahan Samudra dan Kolonialisme,,,
portugis,concept,Portugis,C1-Mengingat,1.0,1.0
penaklukan malaka,concept,Penaklukan Malaka,C1-Mengingat,1.0,1.0
ekspedisi samudra,concept,Ekspedisi Samudra,C1-Mengingat,1.0,1.0
q_87384c2de6,question,Siapakah tokoh dari Portugal yang berhasil menguasai Malaka pada tahun 1511?,C1-Mengingat,1.0,
era penjelajahan samudra,concept,Era Penjelajahan Samudra,,,
dampak kolonialisme di asia tenggara,concept,Dampak Kolonialisme di Asia Tenggara,,,
pemberontakan ideologis di indonesia,topic_fine,Pemberontakan Ideologis di Indonesia,,,
pemberontakan kartosuwiryo,concept,Pemberontakan Kartosuwiryo,C1-Mengingat,1.0,1.0
ideologi komunisme,concept,Ideologi Komunisme,C1-Mengingat,1.0,1.0
q_d4f5e42939,question,Apa nama pemberontakan ideologis di Jawa Barat yang dipimpin Kartosuwiryo?,C1-Mengingat,1.0,
periode demokrasi liberal,concept,Periode Demokrasi Liberal,,,
g30s/pki,concept,G30S/PKI,,,
konsep harmoni sosial masyarakat,topic_fine,Konsep Harmoni Sosial Masyarakat,,,
perpecahan,concept,Perpecahan,C1-Mengingat,1.0,1.0
konflik,concept,Konflik,C4-Menganalisis,4.0,3.0
q_95cc727824,question,"Berdasarkan teks, sebutkan dua konsep yang berpotensi merusak harmoni sosial.",C1-Mengingat,1.0,
definisi harmoni sosial,concept,Definisi Harmoni Sosial,,,
upaya membangun harmoni sosial,concept,Upaya Membangun Harmoni Sosial,,,
demografi,topic_coarse,Demografi,,,
proses yang mempengaruhi perubahan penduduk,topic_fine,Proses yang Mempengaruhi Perubahan Penduduk,,,
kelahiran (natalitas),concept,Kelahiran (Natalitas),C1-Mengingat,1.0,1.0
kematian (mortalitas),concept,Kematian (Mortalitas),C1-Mengingat,1.0,1.0
perpindahan (migrasi),concept,Perpindahan (Migrasi),C1-Mengingat,1.0,1.0
q_8f9e819030,question,Sebutkan tiga proses demografi yang memengaruhi perubahan penduduk!,C1-Mengingat,1.0,
definisi penduduk,concept,Definisi penduduk,,,
dinamika kependudukan,concept,Dinamika Kependudukan,C6-Mencipta,5.0,5.0
biologi lingkungan,topic_coarse,Biologi Lingkungan,,,
faktor persebaran flora fauna,topic_fine,Faktor Persebaran Flora Fauna,,,
peran hewan dalam ekosistem,concept,Peran hewan dalam ekosistem,C1-Mengingat,1.0,1.0
q_0da0cef2cd,question,"Menurut teks, contoh hewan yang mampu memindahkan biji durian adalah...",C1-Mengingat,1.0,
konsep dasar ekologi,concept,Konsep dasar ekologi,,,
dampak perubahan iklim terhadap keanekaragaman hayati,concept,Dampak perubahan iklim terhadap keanekaragaman hayati,,,
pengelolaan keuangan,topic_coarse,Pengelolaan Keuangan,C6-Mencipta,5.0,8.0
konsep dasar uang dan pertukaran,topic_fine,Konsep Dasar Uang dan Pertukaran,,,
sistem pertukaran barang,concept,Sistem pertukaran barang,C1-Mengingat,1.0,1.0
uang,concept,Uang,C5-Mengevaluasi,5.0,2.0
q_4c49b534fe,question,Apa nama sistem pertukaran barang sebelum uang digunakan sebagai alat pembayaran?,C1-Mengingat,1.0,
pendapatan,concept,Pendapatan,C5-Mengevaluasi,5.0,2.0
biologi dan kesehatan,topic_coarse,Biologi dan Kesehatan,,,
sumber obat dari keanekaragaman hayati,topic_fine,Sumber Obat dari Keanekaragaman Hayati,,,
siklosporin,concept,Siklosporin,C1-Mengingat,1.0,1.0
transplantasi jaringan manusia,concept,Transplantasi Jaringan Manusia,C1-Mengingat,1.0,1.0
q_8115d528bb,question,"Dari mana siklosporin, yang berguna untuk transplantasi jaringan manusia, dikembangkan?",C1-Mengingat,1.0,
konsep keanekaragaman hayati,concept,Konsep Keanekaragaman Hayati,,,
aplikasi farmakologi,concept,Aplikasi Farmakologi,,,
literasi finansial,topic_coarse,Literasi Finansial,C6-Mencipta,5.0,8.0
jenis-jenis pengeluaran keuangan,topic_fine,Jenis-jenis Pengeluaran Keuangan,,,
pengeluaran jangka pendek,concept,Pengeluaran Jangka Pendek,C3-Menerapkan,3.0,2.0
pengeluaran jangka panjang,concept,Pengeluaran Jangka Panjang,C3-Menerapkan,3.0,2.0
q_8ee028c029,question,Sebutkan dua contoh pengeluaran jangka pendek dan dua contoh pengeluaran jangka panjang!,C1-Mengingat,1.0,
konsep dasar pengelolaan keuangan,concept,Konsep dasar pengelolaan keuangan,,,
perencanaan anggaran keuangan,concept,Perencanaan Anggaran Keuangan,,,
akuntansi keuangan,topic_coarse,Akuntansi Keuangan,,,
syarat kualitatif laporan keuangan,topic_fine,Syarat kualitatif laporan keuangan,C1-Mengingat,1.0,1.0
posisi keuangan,concept,Posisi Keuangan,C3-Menerapkan,3.0,4.0
kinerja keuangan,concept,Kinerja Keuangan,C3-Menerapkan,3.0,3.0
q_47af4db4d2,question,Sebutkan empat syarat kualitatif yang harus dipenuhi oleh sebuah laporan keuangan.,C1-Mengingat,1.0,
pengertian laporan keuangan,concept,Pengertian Laporan Keuangan,,,
aspek kualitatif dan kuantitatif laporan keuangan,concept,Aspek kualitatif dan kuantitatif laporan keuangan,,,
kondisi politik orde lama,topic_fine,Kondisi Politik Orde Lama,,,
orde lama,concept,Orde Lama,C6-Mencipta,5.0,4.0
konflik keamanan negara,concept,Konflik Keamanan Negara,C1-Mengingat,1.0,1.0
stabilitas politik,concept,Stabilitas Politik,C6-Mencipta,5.0,4.0
q_8ca7d566a9,question,Sebutkan dua konflik utama yang menyebabkan kondisi keamanan negara tidak stabil pada awal masa Orde Lama!,C1-Mengingat,1.0,
pergantian masa orde,concept,Pergantian Masa Orde,,,
konsep dasar lembaga sosial,topic_fine,Konsep Dasar Lembaga Sosial,,,
norma,concept,Norma,C1-Mengingat,1.0,1.0
q_2a89b7fc5c,question,Apa yang dimaksud dengan norma?,C1-Mengingat,1.0,
lembaga sosial,concept,Lembaga Sosial,C6-Mencipta,5.0,3.0
fungsi lembaga sosial,concept,Fungsi lembaga sosial,,,
ilmu bencana,topic_coarse,Ilmu Bencana,,,
dinamika dan aspek bencana,topic_fine,Dinamika dan Aspek Bencana,,,
dinamika bencana,concept,Dinamika Bencana,C5-Mengevaluasi,5.0,3.0
kerentanan,concept,Kerentanan,C5-Mengevaluasi,5.0,3.0
ancaman,concept,Ancaman,C5-Mengevaluasi,5.0,3.0
kapasitas,concept,Kapasitas,C5-Mengevaluasi,5.0,4.0
q_0ea981ba64,question,Sebutkan tiga aspek yang membentuk dinamika bencana.,C1-Mengingat,1.0,
jenis-jenis kerentanan,concept,Jenis-jenis Kerentanan,,,
fenomena cuaca,concept,Fenomena Cuaca,C1-Mengingat,1.0,1.0
lapisan atmosfer,concept,Lapisan atmosfer,C2-Memahami,2.0,2.0
q_c6e378b045,question,Di lapisan atmosfer manakah sebagian besar fenomena cuaca seperti hujan dan awan terjadi?,C1-Mengingat,1.0,
lapisan-lapisan atmosfer,concept,Lapisan-lapisan atmosfer,C6-Mencipta,5.0,1.0
keuangan negara,topic_coarse,Keuangan Negara,,,
anggaran pendapatan dan belanja negara,topic_fine,Anggaran Pendapatan dan Belanja Negara,,,
rencana keuangan tahunan,concept,Rencana Keuangan Tahunan,C2-Memahami,2.0,2.0
q_fa1251c1b8,question,"Menurut teks, program apa yang menjadi contoh nyata penggunaan APBN untuk menanggulangi pandemi?",C1-Mengingat,1.0,
analisis kebijakan fiskal,concept,Analisis Kebijakan Fiskal,,,
geopolitik,topic_coarse,Geopolitik,C6-Mencipta,5.0,4.0
aspek geografis indonesia,topic_fine,Aspek Geografis Indonesia,,,
luas wilayah indonesia,concept,Luas wilayah Indonesia,C1-Mengingat,1.0,1.0
badan informasi geospasial (big),concept,Badan Informasi Geospasial (BIG),C1-Mengingat,1.0,1.0
q_6a61846000,question,Berapakah luas total wilayah Indonesia menurut Badan Informasi Geospasial (BIG)?,C1-Mengingat,1.0,
pengertian geopolitik,concept,Pengertian Geopolitik,,,
analisis potensi kerja sama internasional,concept,Analisis Potensi Kerja Sama Internasional,,,
sejarah kolonialisme,topic_coarse,Sejarah Kolonialisme,,,
penyebab penjelajahan samudra eropa,topic_fine,Penyebab Penjelajahan Samudra Eropa,,,
vereenigde oostindische compagnie (voc),concept,Vereenigde Oostindische Compagnie (VOC),C1-Mengingat,1.0,1.0
kolonialisme,concept,Kolonialisme,C4-Menganalisis,4.0,4.0
rempah-rempah,concept,Rempah-rempah,C1-Mengingat,1.0,1.0
q_418cc257ae,question,Kapan Vereenigde Oostindische Compagnie (VOC) didirikan?,C1-Mengingat,1.0,
penjelajahan samudra,concept,Penjelajahan Samudra,C1-Mengingat,1.0,1.0
dampak kolonialisme di indonesia,concept,Dampak Kolonialisme di Indonesia,,,
biologi,topic_coarse,Biologi,,,
klasifikasi dan jenis tumbuhan,topic_fine,Klasifikasi dan Jenis Tumbuhan,,,
flora,concept,Flora,C3-Menerapkan,3.0,2.0
tanaman,concept,Tanaman,C1-Mengingat,1.0,1.0
minyak kayu putih,concept,Minyak kayu putih,C1-Mengingat,1.0,1.0
q_097e7b6e30,question,Tanaman apa yang menjadi bahan utama untuk pembuatan minyak kayu putih?,C1-Mengingat,1.0,
definisi flora,concept,Definisi Flora,,,
sifat endemik,concept,Sifat Endemik,,,
tumbuhan xerophyta,concept,Tumbuhan Xerophyta,C1-Mengingat,1.0,1.0
persyaratan hidup spesies,concept,Persyaratan Hidup Spesies,C5-Mengevaluasi,5.0,3.0
q_8687b11a9a,question,Apakah definisi dari tumbuhan Xerophyta?,C1-Mengingat,1.0,
klasifikasi tumbuhan,concept,Klasifikasi Tumbuhan,,,
adaptasi tumbuhan terhadap lingkungan kering,concept,Adaptasi Tumbuhan terhadap Lingkungan Kering,,,
perbandingan tingkat literasi finansial,topic_fine,Perbandingan Tingkat Literasi Finansial,,,
perbandingan antar negara,concept,Perbandingan antar negara,C1-Mengingat,1.0,1.0
bank dunia 2015,concept,Bank Dunia 2015,C1-Mengingat,1.0,1.0
q_9a2a9ef04d,question,"Menurut penelitian Bank Dunia tahun 2015, bagaimana perbandingan tingkat literasi finansial Indonesia dengan negara teta",C1-Mengingat,1.0,
definisi literasi finansial,concept,Definisi literasi finansial,,,
analisis dampak literasi finansial,concept,Analisis dampak literasi finansial,,,
upaya penanganan konflik,topic_fine,Upaya Penanganan Konflik,,,
manajemen konflik,concept,Manajemen Konflik,C6-Mencipta,5.0,3.0
pencegahan konflik,concept,Pencegahan Konflik,C6-Mencipta,5.0,8.0
q_d100174d99,question,Sebutkan dua pendekatan yang digunakan dalam manajemen konflik.,C1-Mengingat,1.0,
deeskalasi konflik,concept,Deeskalasi Konflik,C3-Menerapkan,3.0,1.0
jenis-jenis pengangguran berdasarkan sifat,topic_fine,Jenis-jenis Pengangguran Berdasarkan Sifat,,,
setengah menganggur,concept,Setengah Menganggur,C4-Menganalisis,4.0,3.0
pengangguran terselubung,concept,Pengangguran Terselubung,C4-Menganalisis,4.0,2.0
q_b6238fb213,question,Sebutkan tiga jenis pengangguran berdasarkan sifatnya!,C1-Mengingat,1.0,
definisi angkatan kerja,concept,Definisi Angkatan Kerja,,,
pengukuran tingkat pengangguran,concept,Pengukuran Tingkat Pengangguran,,,
proses masuknya islam di nusantara,topic_fine,Proses masuknya Islam di Nusantara,,,
teori arab,concept,Teori Arab,C6-Mencipta,5.0,2.0
masuknya islam,concept,Masuknya Islam,C1-Mengingat,1.0,1.0
nusantara,concept,Nusantara,C1-Mengingat,1.0,1.0
q_7eb526a9e0,question,Sebutkan tiga tokoh pendukung Teori Arab mengenai masuknya Islam ke Nusantara,C1-Mengingat,1.0,
pengenalan islam,concept,Pengenalan Islam,,,
penyebaran islam di nusantara,concept,Penyebaran Islam di Nusantara,,,
faktor pemicu kolonialisme eropa,topic_fine,Faktor Pemicu Kolonialisme Eropa,,,
kongsi dagang belanda,concept,Kongsi Dagang Belanda,C1-Mengingat,1.0,1.0
q_cdb9701ee8,question,Apa nama kongsi dagang yang didirikan oleh Belanda untuk beroperasi di Indonesia?,C1-Mengingat,1.0,
kondisi geografis indonesia,concept,Kondisi Geografis Indonesia,C6-Mencipta,5.0,3.0
keanekaragaman hayati dan obat,topic_fine,Keanekaragaman Hayati dan Obat,,,
antibiotik,concept,Antibiotik,C1-Mengingat,1.0,1.0
mikroorganisme,concept,Mikroorganisme,C1-Mengingat,1.0,1.0
sumber obat,concept,Sumber Obat,C1-Mengingat,1.0,1.0
q_af46707296,question,Sebutkan dua contoh antibiotik yang diperoleh dari mikroorganisme.,C1-Mengingat,1.0,
konsep mikroorganisme,concept,Konsep Mikroorganisme,,,
mekanisme kerja antibiotik,concept,Mekanisme Kerja Antibiotik,,,
penelitian konflik sosial,topic_coarse,Penelitian Konflik Sosial,,,
komponen konflik sosial,topic_fine,Komponen konflik sosial,C3-Menerapkan,3.0,1.0
pihak terlibat konflik,concept,Pihak Terlibat Konflik,C1-Mengingat,1.0,1.0
q_5d14cbcc99,question,Siapa saja pihak yang terlibat dalam contoh kasus konflik di Desa Sumber Aman?,C1-Mengingat,1.0,
konsep dasar konflik sosial,concept,Konsep Dasar Konflik Sosial,,,
analisis dampak konflik,concept,Analisis Dampak Konflik,,,
definisi anggaran pendapatan belanja,topic_fine,Definisi Anggaran Pendapatan Belanja,,,
anggaran pendapatan dan belanja negara (apbn),concept,Anggaran Pendapatan dan Belanja Negara (APBN),C6-Mencipta,5.0,4.0
rencana keuangan tahunan pemerintah indonesia,concept,Rencana keuangan tahunan pemerintah Indonesia,C1-Mengingat,1.0,1.0
q_b4dfacb36e,question,Apa yang dimaksud dengan Anggaran Pendapatan dan Belanja Negara (APBN)?,C1-Mengingat,1.0,
komponen apbn,concept,Komponen APBN,,,
perubahan sosial,concept,Perubahan Sosial,C6-Mencipta,5.0,10.0
cakupan kecil,concept,Cakupan kecil,C1-Mengingat,1.0,1.0
q_9f46eca8f1,question,Sebutkan satu contoh perubahan sosial dengan cakupan kecil yang dijelaskan dalam teks!,C1-Mengingat,1.0,
definisi perubahan sosial,concept,Definisi Perubahan Sosial,,,
jenis-jenis perubahan sosial,concept,Jenis-jenis Perubahan Sosial,,,
penerimaan negara,concept,Penerimaan Negara,C3-Menerapkan,3.0,2.0
pengeluaran negara,concept,Pengeluaran Negara,C3-Menerapkan,3.0,2.0
q_53ac0a079b,question,Apa definisi dari Kebijakan Fiskal? ,C1-Mengingat,1.0,
sejarah global,topic_coarse,Sejarah Global,,,
keterkaitan regional dan global,topic_fine,Keterkaitan Regional dan Global,,,
keterkaitan sejarah regional dan global,concept,Keterkaitan Sejarah Regional dan Global,C6-Mencipta,5.0,2.0
dinamika peristiwa sejarah,concept,Dinamika peristiwa sejarah,C1-Mengingat,1.0,1.0
q_5d5aac1582,question,Organisasi regional apa yang disebutkan dalam teks sebagai contoh di kawasan Asia Tenggara?,C1-Mengingat,1.0,
analisis sebab-akibat sejarah,concept,Analisis sebab-akibat sejarah,,,
konsep diferensiasi sosial budaya,topic_fine,Konsep Diferensiasi Sosial Budaya,,,
diferensiasi sosial,concept,Diferensiasi Sosial,C6-Mencipta,5.0,12.0
q_e4ee39a37b,question,Apa yang dimaksud dengan diferensiasi sosial?,C1-Mengingat,1.0,
diferensiasi sosial budaya,concept,Diferensiasi Sosial Budaya,C6-Mencipta,5.0,1.0
definisi dan fungsi penelitian,topic_fine,Definisi dan Fungsi Penelitian,,,
fungsi penelitian,concept,Fungsi penelitian,C1-Mengingat,1.0,1.0
q_a495117144,question,Sebutkan tiga fungsi utama penelitian menurut Nurdin & Hartati (2019).,C1-Mengingat,1.0,
pengertian penelitian,concept,Pengertian Penelitian,,,
jenis-jenis penelitian,concept,Jenis-jenis penelitian,,,
makanan pokok daerah indonesia,topic_fine,Makanan Pokok Daerah Indonesia,,,
sagu,concept,Sagu,C1-Mengingat,1.0,1.0
makanan pokok,concept,Makanan Pokok,C1-Mengingat,1.0,1.0
wilayah indonesia,concept,Wilayah Indonesia,C1-Mengingat,1.0,1.0
q_7f0873026f,question,Di wilayah Indonesia bagian mana sagu menjadi makanan pokok utama?,C1-Mengingat,1.0,
pengetahuan dasar tentang indonesia,concept,Pengetahuan dasar tentang Indonesia,,,
keragaman budaya indonesia,concept,Keragaman Budaya Indonesia,C6-Mencipta,5.0,1.0
hubungan internasional,topic_coarse,Hubungan Internasional,,,
bentuk kerja sama internasional,topic_fine,Bentuk Kerja Sama Internasional,,,
